Country,Measure Names,month_year,Latitude (generated),Longitude (generated),Value
Mexico,No Measure Value,2002-01,22.925,-101.68,3252.610306
Kuwait,No Measure Value,2002-01,29.3169,47.4272,1458
Kazakhstan,No Measure Value,2002-01,48.866,69.772,879.6
Iraq,No Measure Value,2002-01,33.545,43.278,2235.178065
Iran,No Measure Value,2002-01,33.408,54.0418,3018
Indonesia,No Measure Value,2002-01,-0.739,114.045,1095
Egypt,No Measure Value,2002-01,26.16,28.742,656.806226
Colombia,No Measure Value,2002-01,3.794,-73.606,599.009129
Brazil,No Measure Value,2002-01,-11.694,-48.978,1441.968355
Argentina,No Measure Value,2002-01,-33.166,-64.31,766.440774
Algeria,No Measure Value,2002-01,28.6045,2.64,407
United States,No Measure Value,2002-02,40.0792,-98.8164,5881
United Kingdom,No Measure Value,2002-02,52.289,-1.259,2337.465362
Sudan,No Measure Value,2002-02,15.739,29.533,221
Saudi Arabia,No Measure Value,2002-02,24.191,44.32,6807
Papua New Guinea,No Measure Value,2002-02,-5.636,142.798,65
Oman,No Measure Value,2002-02,19.85,56.25,922.5
Norway,No Measure Value,2002-02,61.3701,9.3031,3149
Nigeria,No Measure Value,2002-02,9.3417,7.678,2140
Mexico,No Measure Value,2002-02,22.925,-101.68,3141.75
Kuwait,No Measure Value,2002-02,29.3169,47.4272,1476
Kazakhstan,No Measure Value,2002-02,48.866,69.772,891.41
Iraq,No Measure Value,2002-02,33.545,43.278,2483.549714
Iran,No Measure Value,2002-02,33.408,54.0418,2963
Indonesia,No Measure Value,2002-02,-0.739,114.045,1100
Egypt,No Measure Value,2002-02,26.16,28.742,690.786
Colombia,No Measure Value,2002-02,3.794,-73.606,617.033071
Brazil,No Measure Value,2002-02,-11.694,-48.978,1435.22125
Argentina,No Measure Value,2002-02,-33.166,-64.31,757.185304
Algeria,No Measure Value,2002-02,28.6045,2.64,699
United States,No Measure Value,2002-03,40.0792,-98.8164,5886
United Kingdom,No Measure Value,2002-03,52.289,-1.259,2300.117577
Sudan,No Measure Value,2002-03,15.739,29.533,226
Saudi Arabia,No Measure Value,2002-03,24.191,44.32,6830
Papua New Guinea,No Measure Value,2002-03,-5.636,142.798,52
Oman,No Measure Value,2002-03,19.85,56.25,914.096774
Norway,No Measure Value,2002-03,61.3701,9.3031,2788
Nigeria,No Measure Value,2002-03,9.3417,7.678,2147
Mexico,No Measure Value,2002-03,22.925,-101.68,3124.859222
Kuwait,No Measure Value,2002-03,29.3169,47.4272,1476
Kazakhstan,No Measure Value,2002-03,48.866,69.772,902.92
Iraq,No Measure Value,2002-03,33.545,43.278,2427.066065
Iran,No Measure Value,2002-03,33.408,54.0418,2956
Indonesia,No Measure Value,2002-03,-0.739,114.045,1100
Egypt,No Measure Value,2002-03,26.16,28.742,655.386968
Colombia,No Measure Value,2002-03,3.794,-73.606,596.134774
Brazil,No Measure Value,2002-03,-11.694,-48.978,1456.612903
Argentina,No Measure Value,2002-03,-33.166,-64.31,765.957103
Algeria,No Measure Value,2002-03,28.6045,2.64,699
United States,No Measure Value,2002-04,40.0792,-98.8164,5844
United Kingdom,No Measure Value,2002-04,52.289,-1.259,2343.680552
Sudan,No Measure Value,2002-04,15.739,29.533,222
Saudi Arabia,No Measure Value,2002-04,24.191,44.32,6816
Papua New Guinea,No Measure Value,2002-04,-5.636,142.798,52
Oman,No Measure Value,2002-04,19.85,56.25,911.1
Norway,No Measure Value,2002-04,61.3701,9.3031,3158
Nigeria,No Measure Value,2002-04,9.3417,7.678,2154
Mexico,No Measure Value,2002-04,22.925,-101.68,3177.745926
Kuwait,No Measure Value,2002-04,29.3169,47.4272,1491
Kazakhstan,No Measure Value,2002-04,48.866,69.772,936.24
Iraq,No Measure Value,2002-04,33.545,43.278,1157.758933
Iran,No Measure Value,2002-04,33.408,54.0418,2967
Indonesia,No Measure Value,2002-04,-0.739,114.045,1104
Egypt,No Measure Value,2002-04,26.16,28.742,674.533333
Colombia,No Measure Value,2002-04,3.794,-73.606,588.3116
Brazil,No Measure Value,2002-04,-11.694,-48.978,1469.2831
Argentina,No Measure Value,2002-04,-33.166,-64.31,767.811092
Algeria,No Measure Value,2002-04,28.6045,2.64,699
United States,No Measure Value,2002-05,40.0792,-98.8164,5905
United Kingdom,No Measure Value,2002-05,52.289,-1.259,2283.609995
Sudan,No Measure Value,2002-05,15.739,29.533,236
Saudi Arabia,No Measure Value,2002-05,24.191,44.32,6756
Papua New Guinea,No Measure Value,2002-05,-5.636,142.798,48
Oman,No Measure Value,2002-05,19.85,56.25,880.774194
Norway,No Measure Value,2002-05,61.3701,9.3031,3041
Nigeria,No Measure Value,2002-05,9.3417,7.678,2066
Mexico,No Measure Value,2002-05,22.925,-101.68,3135.820496
Kuwait,No Measure Value,2002-05,29.3169,47.4272,1473
Kazakhstan,No Measure Value,2002-05,48.866,69.772,879.34
Iraq,No Measure Value,2002-05,33.545,43.278,1617.143073
Iran,No Measure Value,2002-05,33.408,54.0418,2955
Indonesia,No Measure Value,2002-05,-0.739,114.045,1104
Egypt,No Measure Value,2002-05,26.16,28.742,656.548258
Colombia,No Measure Value,2002-05,3.794,-73.606,582.939419
Brazil,No Measure Value,2002-05,-11.694,-48.978,1482.352548
Argentina,No Measure Value,2002-05,-33.166,-64.31,758.825737
Algeria,No Measure Value,2002-05,28.6045,2.64,702
United States,No Measure Value,2002-06,40.0792,-98.8164,5884
United Kingdom,No Measure Value,2002-06,52.289,-1.259,2255.023041
Sudan,No Measure Value,2002-06,15.739,29.533,236
Saudi Arabia,No Measure Value,2002-06,24.191,44.32,6823.5
Papua New Guinea,No Measure Value,2002-06,-5.636,142.798,47
Oman,No Measure Value,2002-06,19.85,56.25,897.9
Norway,No Measure Value,2002-06,61.3701,9.3031,2919
Nigeria,No Measure Value,2002-06,9.3417,7.678,2050
Mexico,No Measure Value,2002-06,22.925,-101.68,3157.737991
Kuwait,No Measure Value,2002-06,29.3169,47.4272,1487.5
Kazakhstan,No Measure Value,2002-06,48.866,69.772,920.94
Iraq,No Measure Value,2002-06,33.545,43.278,1480.957333
Iran,No Measure Value,2002-06,33.408,54.0418,2965.5
Indonesia,No Measure Value,2002-06,-0.739,114.045,1104
Egypt,No Measure Value,2002-06,26.16,28.742,682.799667
Colombia,No Measure Value,2002-06,3.794,-73.606,572.052833
Brazil,No Measure Value,2002-06,-11.694,-48.978,1502.583467
Argentina,No Measure Value,2002-06,-33.166,-64.31,756.603127
Algeria,No Measure Value,2002-06,28.6045,2.64,699
United States,No Measure Value,2002-07,40.0792,-98.8164,5751
United Kingdom,No Measure Value,2002-07,52.289,-1.259,2038.866976
Sudan,No Measure Value,2002-07,15.739,29.533,238
Saudi Arabia,No Measure Value,2002-07,24.191,44.32,6830
Papua New Guinea,No Measure Value,2002-07,-5.636,142.798,40
Oman,No Measure Value,2002-07,19.85,56.25,893.548387
Norway,No Measure Value,2002-07,61.3701,9.3031,3125
Nigeria,No Measure Value,2002-07,9.3417,7.678,2102
Mexico,No Measure Value,2002-07,22.925,-101.68,3144.663345
Kuwait,No Measure Value,2002-07,29.3169,47.4272,1475
Kazakhstan,No Measure Value,2002-07,48.866,69.772,952.11
Iraq,No Measure Value,2002-07,33.545,43.278,1707.399816
Iran,No Measure Value,2002-07,33.408,54.0418,2989
Indonesia,No Measure Value,2002-07,-0.739,114.045,1105
Egypt,No Measure Value,2002-07,26.16,28.742,650.803161
Colombia,No Measure Value,2002-07,3.794,-73.606,538.726806
Brazil,No Measure Value,2002-07,-11.694,-48.978,1453.70271
Argentina,No Measure Value,2002-07,-33.166,-64.31,762.224027
Algeria,No Measure Value,2002-07,28.6045,2.64,702
United States,No Measure Value,2002-08,40.0792,-98.8164,5796
United Kingdom,No Measure Value,2002-08,52.289,-1.259,1889.179164
Sudan,No Measure Value,2002-08,15.739,29.533,240
Saudi Arabia,No Measure Value,2002-08,24.191,44.32,6830
Papua New Guinea,No Measure Value,2002-08,-5.636,142.798,44
Oman,No Measure Value,2002-08,19.85,56.25,892.83871
Norway,No Measure Value,2002-08,61.3701,9.3031,2896
Nigeria,No Measure Value,2002-08,9.3417,7.678,2119
Mexico,No Measure Value,2002-08,22.925,-101.68,3214.103958
Kuwait,No Measure Value,2002-08,29.3169,47.4272,1492
Kazakhstan,No Measure Value,2002-08,48.866,69.772,971.83
Iraq,No Measure Value,2002-08,33.545,43.278,1536.28929
Iran,No Measure Value,2002-08,33.408,54.0418,3006
Indonesia,No Measure Value,2002-08,-0.739,114.045,1105
Egypt,No Measure Value,2002-08,26.16,28.742,649.032129
Colombia,No Measure Value,2002-08,3.794,-73.606,559.077903
Brazil,No Measure Value,2002-08,-11.694,-48.978,1504.213871
Argentina,No Measure Value,2002-08,-33.166,-64.31,748.544703
Algeria,No Measure Value,2002-08,28.6045,2.64,704
United States,No Measure Value,2002-09,40.0792,-98.8164,5411
United Kingdom,No Measure Value,2002-09,52.289,-1.259,2204.826591
Sudan,No Measure Value,2002-09,15.739,29.533,240
Saudi Arabia,No Measure Value,2002-09,24.191,44.32,6812.5
Papua New Guinea,No Measure Value,2002-09,-5.636,142.798,46
Oman,No Measure Value,2002-09,19.85,56.25,891.8
Norway,No Measure Value,2002-09,61.3701,9.3031,2751
Nigeria,No Measure Value,2002-09,9.3417,7.678,2147
Mexico,No Measure Value,2002-09,22.925,-101.68,3161.716034
Kuwait,No Measure Value,2002-09,29.3169,47.4272,1469.5
Kazakhstan,No Measure Value,2002-09,48.866,69.772,933.72
Iraq,No Measure Value,2002-09,33.545,43.278,1903.050667
Iran,No Measure Value,2002-09,33.408,54.0418,2982.5
Indonesia,No Measure Value,2002-09,-0.739,114.045,1105
Egypt,No Measure Value,2002-09,26.16,28.742,666.53
Colombia,No Measure Value,2002-09,3.794,-73.606,582.124467
Brazil,No Measure Value,2002-09,-11.694,-48.978,1485.590567
Argentina,No Measure Value,2002-09,-33.166,-64.31,753.404356
Algeria,No Measure Value,2002-09,28.6045,2.64,755
United States,No Measure Value,2002-10,40.0792,-98.8164,5358
United Kingdom,No Measure Value,2002-10,52.289,-1.259,2269.297252
Sudan,No Measure Value,2002-10,15.739,29.533,240
Saudi Arabia,No Measure Value,2002-10,24.191,44.32,6832
Papua New Guinea,No Measure Value,2002-10,-5.636,142.798,46
Oman,No Measure Value,2002-10,19.85,56.25,887.16129
Norway,No Measure Value,2002-10,61.3701,9.3031,2994
Nigeria,No Measure Value,2002-10,9.3417,7.678,2139
Mexico,No Measure Value,2002-10,22.925,-101.68,3257.274094
Kuwait,No Measure Value,2002-10,29.3169,47.4272,1476
Kazakhstan,No Measure Value,2002-10,48.866,69.772,1007.57
Iraq,No Measure Value,2002-10,33.545,43.278,2370.182968
Iran,No Measure Value,2002-10,33.408,54.0418,2990
Indonesia,No Measure Value,2002-10,-0.739,114.045,1112
Egypt,No Measure Value,2002-10,26.16,28.742,649.193677
Colombia,No Measure Value,2002-10,3.794,-73.606,570.044194
Brazil,No Measure Value,2002-10,-11.694,-48.978,1478.363677
Argentina,No Measure Value,2002-10,-33.166,-64.31,745.900607
Algeria,No Measure Value,2002-10,28.6045,2.64,805
United States,No Measure Value,2002-11,40.0792,-98.8164,5624
United Kingdom,No Measure Value,2002-11,52.289,-1.259,2316.005718
Sudan,No Measure Value,2002-11,15.739,29.533,240
Saudi Arabia,No Measure Value,2002-11,24.191,44.32,6898.5
Papua New Guinea,No Measure Value,2002-11,-5.636,142.798,44
Oman,No Measure Value,2002-11,19.85,56.25,876.4
Norway,No Measure Value,2002-11,61.3701,9.3031,3062
Nigeria,No Measure Value,2002-11,9.3417,7.678,2139
Mexico,No Measure Value,2002-11,22.925,-101.68,3080.385071
Kuwait,No Measure Value,2002-11,29.3169,47.4272,1474.5
Kazakhstan,No Measure Value,2002-11,48.866,69.772,1027.97
Iraq,No Measure Value,2002-11,33.545,43.278,2371.8078
Iran,No Measure Value,2002-11,33.408,54.0418,2987.5
Indonesia,No Measure Value,2002-11,-0.739,114.045,1112
Egypt,No Measure Value,2002-11,26.16,28.742,660.067
Colombia,No Measure Value,2002-11,3.794,-73.606,557.5223
Brazil,No Measure Value,2002-11,-11.694,-48.978,1399.841833
Argentina,No Measure Value,2002-11,-33.166,-64.31,742.146713
Algeria,No Measure Value,2002-11,28.6045,2.64,815
United States,No Measure Value,2002-12,40.0792,-98.8164,5722
United Kingdom,No Measure Value,2002-12,52.289,-1.259,2329.951409
Sudan,No Measure Value,2002-12,15.739,29.533,240
Saudi Arabia,No Measure Value,2002-12,24.191,44.32,6787
Papua New Guinea,No Measure Value,2002-12,-5.636,142.798,45
Oman,No Measure Value,2002-12,19.85,56.25,863.258065
Norway,No Measure Value,2002-12,61.3701,9.3031,2968
Nigeria,No Measure Value,2002-12,9.3417,7.678,2207
Mexico,No Measure Value,2002-12,22.925,-101.68,3268.880936
Kuwait,No Measure Value,2002-12,29.3169,47.4272,1465
Kazakhstan,No Measure Value,2002-12,48.866,69.772,1006.96
Iraq,No Measure Value,2002-12,33.545,43.278,2268.485097
Iran,No Measure Value,2002-12,33.408,54.0418,2962
Indonesia,No Measure Value,2002-12,-0.739,114.045,1117
Egypt,No Measure Value,2002-12,26.16,28.742,660.774194
Colombia,No Measure Value,2002-12,3.794,-73.606,560.371968
Brazil,No Measure Value,2002-12,-11.694,-48.978,1342.408452
Argentina,No Measure Value,2002-12,-33.166,-64.31,763.720691
Algeria,No Measure Value,2002-12,28.6045,2.64,815
United States,No Measure Value,2003-01,40.0792,-98.8164,5755
United Kingdom,No Measure Value,2003-01,52.289,-1.259,2267.237047
Sudan,No Measure Value,2003-01,15.739,29.533,243
Saudi Arabia,No Measure Value,2003-01,24.191,44.32,7516.5
Papua New Guinea,No Measure Value,2003-01,-5.636,142.798,47
Oman,No Measure Value,2003-01,19.85,56.25,856.870968
Norway,No Measure Value,2003-01,61.3701,9.3031,2946
Nigeria,No Measure Value,2003-01,9.3417,7.678,2350
Mexico,No Measure Value,2003-01,22.925,-101.68,3329.90712
Kuwait,No Measure Value,2003-01,29.3169,47.4272,1565.5
Kazakhstan,No Measure Value,2003-01,48.866,69.772,1008.84
Iraq,No Measure Value,2003-01,33.545,43.278,2426.645742
Iran,No Measure Value,2003-01,33.408,54.0418,3129.5
Indonesia,No Measure Value,2003-01,-0.739,114.045,1010.5787
Egypt,No Measure Value,2003-01,26.16,28.742,668.83871
Colombia,No Measure Value,2003-01,3.794,-73.606,569.252
Brazil,No Measure Value,2003-01,-11.694,-48.978,1503.425355
Argentina,No Measure Value,2003-01,-33.166,-64.31,737.144456
Algeria,No Measure Value,2003-01,28.6045,2.64,820
United States,No Measure Value,2003-02,40.0792,-98.8164,5783
United Kingdom,No Measure Value,2003-02,52.289,-1.259,2278.086455
Sudan,No Measure Value,2003-02,15.739,29.533,245
Saudi Arabia,No Measure Value,2003-02,24.191,44.32,7738
Papua New Guinea,No Measure Value,2003-02,-5.636,142.798,51
Oman,No Measure Value,2003-02,19.85,56.25,849.75
Norway,No Measure Value,2003-02,61.3701,9.3031,3031
Nigeria,No Measure Value,2003-02,9.3417,7.678,2325
Mexico,No Measure Value,2003-02,22.925,-101.68,3324.029205
Kuwait,No Measure Value,2003-02,29.3169,47.4272,1675
Kazakhstan,No Measure Value,2003-02,48.866,69.772,1019.34
Iraq,No Measure Value,2003-02,33.545,43.278,2539.424147
Iran,No Measure Value,2003-02,33.408,54.0418,3510
Indonesia,No Measure Value,2003-02,-0.739,114.045,1010.5787
Egypt,No Measure Value,2003-02,26.16,28.742,680.428571
Colombia,No Measure Value,2003-02,3.794,-73.606,552.822
Brazil,No Measure Value,2003-02,-11.694,-48.978,1543.72825
Argentina,No Measure Value,2003-02,-33.166,-64.31,741.360791
Algeria,No Measure Value,2003-02,28.6045,2.64,777
United States,No Measure Value,2003-03,40.0792,-98.8164,5803
United Kingdom,No Measure Value,2003-03,52.289,-1.259,2203.81873
Sudan,No Measure Value,2003-03,15.739,29.533,245
Saudi Arabia,No Measure Value,2003-03,24.191,44.32,7817
Papua New Guinea,No Measure Value,2003-03,-5.636,142.798,53
Oman,No Measure Value,2003-03,19.85,56.25,836.322581
Norway,No Measure Value,2003-03,61.3701,9.3031,2997
Nigeria,No Measure Value,2003-03,9.3417,7.678,2191
Mexico,No Measure Value,2003-03,22.925,-101.68,3317.439911
Kuwait,No Measure Value,2003-03,29.3169,47.4272,2075
Kazakhstan,No Measure Value,2003-03,48.866,69.772,1010.17
Iraq,No Measure Value,2003-03,33.545,43.278,1406.954099
Iran,No Measure Value,2003-03,33.408,54.0418,3406
Indonesia,No Measure Value,2003-03,-0.739,114.045,1010.5787
Egypt,No Measure Value,2003-03,26.16,28.742,662.064516
Colombia,No Measure Value,2003-03,3.794,-73.606,559.583
Brazil,No Measure Value,2003-03,-11.694,-48.978,1512.23071
Argentina,No Measure Value,2003-03,-33.166,-64.31,746.443975
Algeria,No Measure Value,2003-03,28.6045,2.64,860
United States,No Measure Value,2003-04,40.0792,-98.8164,5726
United Kingdom,No Measure Value,2003-04,52.289,-1.259,2086.323835
Sudan,No Measure Value,2003-04,15.739,29.533,250
Saudi Arabia,No Measure Value,2003-04,24.191,44.32,9430
Papua New Guinea,No Measure Value,2003-04,-5.636,142.798,52
Oman,No Measure Value,2003-04,19.85,56.25,803.1
Norway,No Measure Value,2003-04,61.3701,9.3031,2897
Nigeria,No Measure Value,2003-04,9.3417,7.678,2081
Mexico,No Measure Value,2003-04,22.925,-101.68,3282.117188
Kuwait,No Measure Value,2003-04,29.3169,47.4272,2090
Kazakhstan,No Measure Value,2003-04,48.866,69.772,1013.84
Iraq,No Measure Value,2003-04,33.545,43.278,379.603613
Iran,No Measure Value,2003-04,33.408,54.0418,3378
Indonesia,No Measure Value,2003-04,-0.739,114.045,1001
Egypt,No Measure Value,2003-04,26.16,28.742,662.633333
Colombia,No Measure Value,2003-04,3.794,-73.606,540.171
Brazil,No Measure Value,2003-04,-11.694,-48.978,1520.082233
Argentina,No Measure Value,2003-04,-33.166,-64.31,753.428719
Algeria,No Measure Value,2003-04,28.6045,2.64,889
United States,No Measure Value,2003-05,40.0792,-98.8164,5663
United Kingdom,No Measure Value,2003-05,52.289,-1.259,1950.209981
Sudan,No Measure Value,2003-05,15.739,29.533,255
Saudi Arabia,No Measure Value,2003-05,24.191,44.32,9130.5
Papua New Guinea,No Measure Value,2003-05,-5.636,142.798,45
Oman,No Measure Value,2003-05,19.85,56.25,826.870968
Norway,No Measure Value,2003-05,61.3701,9.3031,2832
Nigeria,No Measure Value,2003-05,9.3417,7.678,2225.451613
Mexico,No Measure Value,2003-05,22.925,-101.68,3319.729721
Kuwait,No Measure Value,2003-05,29.3169,47.4272,2087.5
Kazakhstan,No Measure Value,2003-05,48.866,69.772,1015.85
Iraq,No Measure Value,2003-05,33.545,43.278,350
Iran,No Measure Value,2003-05,33.408,54.0418,3395.5
Indonesia,No Measure Value,2003-05,-0.739,114.045,1010.5787
Egypt,No Measure Value,2003-05,26.16,28.742,660
Colombia,No Measure Value,2003-05,3.794,-73.606,542.323
Brazil,No Measure Value,2003-05,-11.694,-48.978,1487.688355
Argentina,No Measure Value,2003-05,-33.166,-64.31,754.431886
Algeria,No Measure Value,2003-05,28.6045,2.64,777
United States,No Measure Value,2003-06,40.0792,-98.8164,5659
United Kingdom,No Measure Value,2003-06,52.289,-1.259,1969.216742
Sudan,No Measure Value,2003-06,15.739,29.533,255
Saudi Arabia,No Measure Value,2003-06,24.191,44.32,8004
Papua New Guinea,No Measure Value,2003-06,-5.636,142.798,48
Oman,No Measure Value,2003-06,19.85,56.25,822.666667
Norway,No Measure Value,2003-06,61.3701,9.3031,2577
Nigeria,No Measure Value,2003-06,9.3417,7.678,2252.916667
Mexico,No Measure Value,2003-06,22.925,-101.68,3395.925842
Kuwait,No Measure Value,2003-06,29.3169,47.4272,1740
Kazakhstan,No Measure Value,2003-06,48.866,69.772,1032.2
Iraq,No Measure Value,2003-06,33.545,43.278,430
Iran,No Measure Value,2003-06,33.408,54.0418,3466
Indonesia,No Measure Value,2003-06,-0.739,114.045,1010.5787
Egypt,No Measure Value,2003-06,26.16,28.742,674
Colombia,No Measure Value,2003-06,3.794,-73.606,555.215
Brazil,No Measure Value,2003-06,-11.694,-48.978,1372.269767
Argentina,No Measure Value,2003-06,-33.166,-64.31,749.798267
Algeria,No Measure Value,2003-06,28.6045,2.64,860
United States,No Measure Value,2003-07,40.0792,-98.8164,5498
United Kingdom,No Measure Value,2003-07,52.289,-1.259,2001.065332
Sudan,No Measure Value,2003-07,15.739,29.533,260
Saudi Arabia,No Measure Value,2003-07,24.191,44.32,7929
Papua New Guinea,No Measure Value,2003-07,-5.636,142.798,52
Oman,No Measure Value,2003-07,19.85,56.25,818.096774
Norway,No Measure Value,2003-07,61.3701,9.3031,2840
Nigeria,No Measure Value,2003-07,9.3417,7.678,2440.774194
