Producers,Sellers,Source,Copyright,CrudeOil
"BP, ConocoPhillips, Exxon Mobil, Shell","BP America Inc., ConocoPhillips, Exxon Mobil, Shell",Source: Energy Intelligence,"COPYRIGHT © 2001-2025 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",Mars Blend
