Day of Date,Country,adjusted_unit,adjusted_unit_value
1 December 2022,Australia,Billion Cubic Meter,1.89295411
1 January 2023,Australia,Billion Cubic Meter,1.836549058
1 February 2023,Australia,Billion Cubic Meter,1.789148508
1 March 2023,Australia,Billion Cubic Meter,2.04490466
1 April 2023,Australia,Billion Cubic Meter,2.43194911
1 May 2023,Australia,Billion Cubic Meter,2.860493691
1 June 2023,Australia,Billion Cubic Meter,3.018180157
1 July 2023,Australia,Billion Cubic Meter,3.125163665
1 August 2023,Australia,Billion Cubic Meter,2.942777513
1 September 2023,Australia,Billion Cubic Meter,2.656099398
1 October 2023,Australia,Billion Cubic Meter,2.456920392
1 November 2023,Australia,Billion Cubic Meter,2.446744634
1 December 2023,Australia,Billion Cubic Meter,2.467109292
1 January 2024,Australia,Billion Cubic Meter,2.438181964
1 February 2024,Australia,Billion Cubic Meter,2.303635392
1 March 2024,Australia,Billion Cubic Meter,2.419872251
1 April 2024,Australia,Billion Cubic Meter,2.586043036
1 May 2024,Australia,Billion Cubic Meter,2.944210916
1 June 2024,Australia,Billion Cubic Meter,3.356783796
1 July 2024,Australia,Billion Cubic Meter,3.449863114
1 August 2024,Australia,Billion Cubic Meter,3.075923246
1 September 2024,Australia,Billion Cubic Meter,2.583390969
1 October 2024,Australia,Billion Cubic Meter,2.509173874
1 November 2024,Australia,Billion Cubic Meter,2.540620444
1 December 2024,Australia,Billion Cubic Meter,2.570363246
1 January 2025,Australia,Billion Cubic Meter,2.543082016
1 February 2025,Australia,Billion Cubic Meter,2.327729188
1 March 2025,Australia,Billion Cubic Meter,2.506049005
1 April 2025,Australia,Billion Cubic Meter,2.585482894
1 May 2025,Australia,Billion Cubic Meter,2.699000105
1 June 2025,Australia,Billion Cubic Meter,3.168458194
1 July 2025,Australia,Billion Cubic Meter,3.23886712
1 August 2025,Australia,Billion Cubic Meter,3.221292251
1 September 2025,Australia,Billion Cubic Meter,2.798167382
