Exporting Region,Exporter,Company,Crude,Data Source,Copyright,Year of Year,Quarter of Year,Month of Year,Day of Year,DataValue
Asia-Pacific,China, ,Panyu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,2.429255
Asia-Pacific,China, ,Nanhai Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,2.42599
Asia-Pacific,China, ,Caofeidian,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2008,Q1,January,1,1.532529
Asia-Pacific,China, ,Xinjiang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,1.088084
Asia-Pacific,China, ,Panyu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,2.527896
Asia-Pacific,China, ,Caofeidian,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2007,Q1,January,1,0.789792
Asia-Pacific,China, ,Xinjiang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,5.219638
Asia-Pacific,China, ,Qinghuangdao,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,0.532083
Asia-Pacific,China, ,Peng Lai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,0.628325
Asia-Pacific,China, ,Panyu,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,2.709232
Asia-Pacific,China, ,Nanhai Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,1.301868
Asia-Pacific,China, ,Nanhai Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,1.360544
Asia-Pacific,China, ,Lufeng,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,4.28973
Asia-Pacific,China, ,Caofeidian,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2006,Q1,January,1,1.605243
Asia-Pacific,Indonesia, ,Lalang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2024,Q1,January,1,0.75773
Asia-Pacific,Indonesia, ,Ketapang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2024,Q1,January,1,3.593964
Asia-Pacific,Indonesia, ,Lalang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2023,Q1,January,1,2.880914
Asia-Pacific,Indonesia, ,Ketapang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2023,Q1,January,1,1.593161
Asia-Pacific,Indonesia, ,Lalang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2022,Q1,January,1,0.663785
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,0.717728
Asia-Pacific,Indonesia, ,Lalang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,0.942347
Asia-Pacific,Indonesia, ,Ketapang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,0.72713
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2021,Q1,January,1,0.627361
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,0.494534
Asia-Pacific,Indonesia, ,Ketapang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,1.151018
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2019,Q1,January,1,0.438098
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,11.355571
Asia-Pacific,Indonesia, ,Ketapang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,6.036288
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,1.535317
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2018,Q1,January,1,6.146523
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,16.952365
Asia-Pacific,Indonesia, ,Senipah Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,0.519521
Asia-Pacific,Indonesia, ,Ketapang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,7.698762
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,1.171886
Asia-Pacific,Indonesia, ,Handil Mix,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,2.225576
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,8.042616
Asia-Pacific,Indonesia, ,Bekapai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,1.097305
Asia-Pacific,Indonesia, ,Banyu Urip,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2017,Q1,January,1,0.814143
Asia-Pacific,Indonesia, ,Widuri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,0.915064
Asia-Pacific,Indonesia, ,Tangguh Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,0.230729
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,22.828041
Asia-Pacific,Indonesia, ,Senoro Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,0.621471
Asia-Pacific,Indonesia, ,Senipah Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,2.412623
Asia-Pacific,Indonesia, ,Ketapang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,1.367845
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,1.835868
Asia-Pacific,Indonesia, ,Handil Mix,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,2.238124
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,20.595467
Asia-Pacific,Indonesia, ,Cinta,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,0.666256
Asia-Pacific,Indonesia, ,Bekapai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,1.111475
Asia-Pacific,Indonesia, ,Banyu Urip,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2016,Q1,January,1,0.980145
Asia-Pacific,Indonesia, ,Widuri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,2.56433
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,32.346322
Asia-Pacific,Indonesia, ,Senipah Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,1.51836
Asia-Pacific,Indonesia, ,Minas,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,0.547834
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,3.998768
Asia-Pacific,Indonesia, ,Handil Mix,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,2.521766
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,28.371592
Asia-Pacific,Indonesia, ,Cinta,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,1.221877
Asia-Pacific,Indonesia, ,Bekapai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2015,Q1,January,1,1.848532
Asia-Pacific,Indonesia, ,Widuri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,3.65207
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,41.476334
Asia-Pacific,Indonesia, ,Senipah Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,1.566163
Asia-Pacific,Indonesia, ,Oyong,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,0.553072
Asia-Pacific,Indonesia, ,Minas,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,3.243302
Asia-Pacific,Indonesia, ,Lalang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,1.397751
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,3.170547
Asia-Pacific,Indonesia, ,Handil Mix,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,1.296063
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,26.261559
Asia-Pacific,Indonesia, ,Cinta,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,6.979776
Asia-Pacific,Indonesia, ,Cilacap Refinery,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,1.088637
Asia-Pacific,Indonesia, ,Belida,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,1.369386
Asia-Pacific,Indonesia, ,Bekapai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,0.854673
Asia-Pacific,Indonesia, ,Attaka,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2014,Q1,January,1,0.820312
Asia-Pacific,Indonesia, ,Widuri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,4.966761
Asia-Pacific,Indonesia, ,Tangguh Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,0.233567
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,46.633892
Asia-Pacific,Indonesia, ,Senipah Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,2.584836
Asia-Pacific,Indonesia, ,Minas,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,5.691055
Asia-Pacific,Indonesia, ,Madura,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,0.522399
Asia-Pacific,Indonesia, ,Lalang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,1.507452
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,7.625679
Asia-Pacific,Indonesia, ,Handil Mix,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,3.337511
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,40.285182
Asia-Pacific,Indonesia, ,Cinta,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,5.034553
Asia-Pacific,Indonesia, ,Cilacap Refinery,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,0.574303
Asia-Pacific,Indonesia, ,Belida,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,0.559259
Asia-Pacific,Indonesia, ,Bekapai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,0.93358
Asia-Pacific,Indonesia, ,Badak,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,0.409872
Asia-Pacific,Indonesia, ,Attaka,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,2.252166
Asia-Pacific,Indonesia, ,Ardjuna,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2013,Q1,January,1,0.952622
Asia-Pacific,Indonesia, ,Widuri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,4.415765
Asia-Pacific,Indonesia, ,Tangguh Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,1.130202
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,57.937605
Asia-Pacific,Indonesia, ,Senipah Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,4.206533
Asia-Pacific,Indonesia, ,Minas,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,5.405179
Asia-Pacific,Indonesia, ,Madura,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,1.112245
Asia-Pacific,Indonesia, ,Lalang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,2.16579
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,7.948448
Asia-Pacific,Indonesia, ,Handil Mix,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,3.806887
Asia-Pacific,Indonesia, ,Geragai Mix,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,0.822404
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,35.384404
Asia-Pacific,Indonesia, ,Cinta,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,5.950098
Asia-Pacific,Indonesia, ,Bekapai,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,1.313125
Asia-Pacific,Indonesia, ,Attaka,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,3.424271
Asia-Pacific,Indonesia, ,Ardjuna,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2012,Q1,January,1,0.499502
Asia-Pacific,Indonesia, ,Widuri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,5.555858
Asia-Pacific,Indonesia, ,Udang Blend,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,0.737526
Asia-Pacific,Indonesia, ,Tangguh Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,2.517143
Asia-Pacific,Indonesia, ,Sumatra Light,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,52.353193
Asia-Pacific,Indonesia, ,Senipah Condensate,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,3.553961
Asia-Pacific,Indonesia, ,Minas,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,6.089698
Asia-Pacific,Indonesia, ,Lalang,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,1.117844
Asia-Pacific,Indonesia, ,Kaji Semoga,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,4.305549
Asia-Pacific,Indonesia, ,Handil Mix,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,2.598222
Asia-Pacific,Indonesia, ,Duri,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,26.990307
Asia-Pacific,Indonesia, ,Cinta,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,3.737158
Asia-Pacific,Indonesia, ,Belida,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,0.973196
Asia-Pacific,Indonesia, ,Belanak,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,1.55103
Asia-Pacific,Indonesia, ,Attaka,Energy Intelligence,"COPYRIGHT © 2001-2021 ENERGY INTELLIGENCE GROUP, INC. / ENERGY INTELLIGENCE GROUP (UK) LIMITED.",2011,Q1,January,1,2.208254
