Month of Date,Target Country,Point,flows_bcm
July 2024,Portugal,Sines,0.406417596
August 2024,Portugal,Sines,0.378716983
September 2024,Portugal,Sines,0.423467729
October 2024,Portugal,Sines,0.346420758
November 2024,Portugal,Sines,0.391719867
December 2024,Portugal,Sines,0.401669195
January 2025,Portugal,Sines,0.396428666
February 2025,Portugal,Sines,0.345235721
March 2025,Portugal,Sines,0.233827754
April 2025,Portugal,Sines,0.416902437
May 2025,Portugal,Sines,0.415423644
June 2025,Portugal,Sines,0.326441966
July 2025,Portugal,Sines,0.337550131
August 2025,Portugal,Sines,0.354853052
September 2025,Portugal,Sines,0.356760232
October 2025,Portugal,Sines,0.334179968
November 2025,Portugal,Sines,0.348507388
December 2025,Portugal,Sines,0.37841419
January 2026,Portugal,Sines,0.086273386
January 2021,Spain,Sagunto,0.163189191
February 2021,Spain,Sagunto,0.092824325
March 2021,Spain,Sagunto,0.095681556
April 2021,Spain,Sagunto,0.160163321
May 2021,Spain,Sagunto,0.144919355
June 2021,Spain,Sagunto,0.171894024
July 2021,Spain,Sagunto,0.168658273
August 2021,Spain,Sagunto,0.121027117
September 2021,Spain,Sagunto,0.101411915
October 2021,Spain,Sagunto,0.346520347
November 2021,Spain,Sagunto,0.214148647
December 2021,Spain,Sagunto,0.290480475
January 2022,Spain,Sagunto,0.449701765
February 2022,Spain,Sagunto,0.337128768
March 2022,Spain,Sagunto,0.489517681
April 2022,Spain,Sagunto,0.388032604
May 2022,Spain,Sagunto,0.343402266
June 2022,Spain,Sagunto,0.246735457
July 2022,Spain,Sagunto,0.491141284
August 2022,Spain,Sagunto,0.45789975
September 2022,Spain,Sagunto,0.340461021
October 2022,Spain,Sagunto,0.299292938
November 2022,Spain,Sagunto,0.36778846
December 2022,Spain,Sagunto,0.264532763
January 2023,Spain,Sagunto,0.216193688
February 2023,Spain,Sagunto,0.180757604
March 2023,Spain,Sagunto,0.459415301
April 2023,Spain,Sagunto,0.300680596
May 2023,Spain,Sagunto,0.317474615
June 2023,Spain,Sagunto,0.411868635
July 2023,Spain,Sagunto,0.31508293
August 2023,Spain,Sagunto,0.243765086
September 2023,Spain,Sagunto,0.400088743
October 2023,Spain,Sagunto,0.253559422
November 2023,Spain,Sagunto,0.179137365
December 2023,Spain,Sagunto,0.199972324
January 2024,Spain,Sagunto,0.233744521
February 2024,Spain,Sagunto,0.153952813
March 2024,Spain,Sagunto,0.170243658
April 2024,Spain,Sagunto,0.181018197
May 2024,Spain,Sagunto,0.149388642
June 2024,Spain,Sagunto,0.101222112
July 2024,Spain,Sagunto,0.145921263
August 2024,Spain,Sagunto,0.117030096
September 2024,Spain,Sagunto,0.263441237
October 2024,Spain,Sagunto,0.105993547
November 2024,Spain,Sagunto,0.163768921
December 2024,Spain,Sagunto,0.256907059
January 2025,Spain,Sagunto,0.278972233
February 2025,Spain,Sagunto,0.253200422
March 2025,Spain,Sagunto,0.284684941
April 2025,Spain,Sagunto,0.182391939
May 2025,Spain,Sagunto,0.214896252
June 2025,Spain,Sagunto,0.263051487
July 2025,Spain,Sagunto,0.15844636
August 2025,Spain,Sagunto,0.127870087
September 2025,Spain,Sagunto,0.28299639
October 2025,Spain,Sagunto,0.354435562
November 2025,Spain,Sagunto,0.261234786
December 2025,Spain,Sagunto,0.302662156
January 2026,Spain,Sagunto,0.064620355
January 2021,Spain,Reganosa,0.214765175
February 2021,Spain,Reganosa,0.198661745
March 2021,Spain,Reganosa,0.22401948
April 2021,Spain,Reganosa,0.210219986
May 2021,Spain,Reganosa,0.192129133
June 2021,Spain,Reganosa,0.172871675
July 2021,Spain,Reganosa,0.109877325
August 2021,Spain,Reganosa,0.136402079
September 2021,Spain,Reganosa,0.176600206
October 2021,Spain,Reganosa,0.168601028
November 2021,Spain,Reganosa,0.177123131
December 2021,Spain,Reganosa,0.22009821
January 2022,Spain,Reganosa,0.174681599
February 2022,Spain,Reganosa,0.163507932
March 2022,Spain,Reganosa,0.1679096
April 2022,Spain,Reganosa,0.191724037
May 2022,Spain,Reganosa,0.152412463
June 2022,Spain,Reganosa,0.187173303
July 2022,Spain,Reganosa,0.174632291
August 2022,Spain,Reganosa,0.162624044
September 2022,Spain,Reganosa,0.213803048
October 2022,Spain,Reganosa,0.136662436
November 2022,Spain,Reganosa,0.199209128
December 2022,Spain,Reganosa,0.27860826
January 2023,Spain,Reganosa,0.266640358
February 2023,Spain,Reganosa,0.237403264
March 2023,Spain,Reganosa,0.242849858
April 2023,Spain,Reganosa,0.254160118
May 2023,Spain,Reganosa,0.224654018
June 2023,Spain,Reganosa,0.237125608
July 2023,Spain,Reganosa,0.192292472
August 2023,Spain,Reganosa,0.147093277
September 2023,Spain,Reganosa,0.177086548
October 2023,Spain,Reganosa,0.247742699
November 2023,Spain,Reganosa,0.214180229
December 2023,Spain,Reganosa,0.194153508
January 2024,Spain,Reganosa,0.235256574
February 2024,Spain,Reganosa,0.157066897
March 2024,Spain,Reganosa,0.222014845
April 2024,Spain,Reganosa,0.191888168
May 2024,Spain,Reganosa,0.188331488
June 2024,Spain,Reganosa,0.164789704
July 2024,Spain,Reganosa,0.161434784
August 2024,Spain,Reganosa,0.162698606
September 2024,Spain,Reganosa,0.157475059
October 2024,Spain,Reganosa,0.162199081
November 2024,Spain,Reganosa,0.169847067
December 2024,Spain,Reganosa,0.182821598
January 2025,Spain,Reganosa,0.179080659
February 2025,Spain,Reganosa,0.156178692
March 2025,Spain,Reganosa,0.234067349
April 2025,Spain,Reganosa,0.243626168
May 2025,Spain,Reganosa,0.242913101
June 2025,Spain,Reganosa,0.171483156
July 2025,Spain,Reganosa,0.162054308
August 2025,Spain,Reganosa,0.159650126
September 2025,Spain,Reganosa,0.194217562
October 2025,Spain,Reganosa,0.177848033
November 2025,Spain,Reganosa,0.217157616
December 2025,Spain,Reganosa,0.211575971
January 2026,Spain,Reganosa,0.060935278
January 2021,Spain,Huelva,0.342160276
February 2021,Spain,Huelva,0.231036503
March 2021,Spain,Huelva,0.416595
April 2021,Spain,Huelva,0.253585899
May 2021,Spain,Huelva,0.209731166
June 2021,Spain,Huelva,0.214389486
July 2021,Spain,Huelva,0.269216906
August 2021,Spain,Huelva,0.231331583
September 2021,Spain,Huelva,0.303968949
October 2021,Spain,Huelva,0.404987519
November 2021,Spain,Huelva,0.532811209
December 2021,Spain,Huelva,0.488884351
January 2022,Spain,Huelva,0.570036132
February 2022,Spain,Huelva,0.347996241
March 2022,Spain,Huelva,0.463783047
April 2022,Spain,Huelva,0.278568869
May 2022,Spain,Huelva,0.35830353
June 2022,Spain,Huelva,0.4782384
July 2022,Spain,Huelva,0.467944606
August 2022,Spain,Huelva,0.292265793
September 2022,Spain,Huelva,0.466777088
October 2022,Spain,Huelva,0.346969994
November 2022,Spain,Huelva,0.587736599
December 2022,Spain,Huelva,0.46468891
January 2023,Spain,Huelva,0.579920492
February 2023,Spain,Huelva,0.523749866
March 2023,Spain,Huelva,0.318903726
April 2023,Spain,Huelva,0.560391286
May 2023,Spain,Huelva,0.53005022
June 2023,Spain,Huelva,0.377710494
July 2023,Spain,Huelva,0.219947167
August 2023,Spain,Huelva,0.211817108
September 2023,Spain,Huelva,0.159630921
October 2023,Spain,Huelva,0.040294195
November 2023,Spain,Huelva,0.297322602
December 2023,Spain,Huelva,0.294089999
January 2024,Spain,Huelva,0.350843767
February 2024,Spain,Huelva,0.296291065
March 2024,Spain,Huelva,0.328886484
April 2024,Spain,Huelva,0.313205532
May 2024,Spain,Huelva,0.248358892
June 2024,Spain,Huelva,0.189369632
July 2024,Spain,Huelva,0.270981519
August 2024,Spain,Huelva,0.125349274
September 2024,Spain,Huelva,0.186298398
October 2024,Spain,Huelva,0.214526218
November 2024,Spain,Huelva,0.20879635
December 2024,Spain,Huelva,0.292785231
January 2025,Spain,Huelva,0.388256664
February 2025,Spain,Huelva,0.307896048
March 2025,Spain,Huelva,0.137534266
April 2025,Spain,Huelva,0.322866805
May 2025,Spain,Huelva,0.426337851
June 2025,Spain,Huelva,0.18061305
July 2025,Spain,Huelva,0.435617827
August 2025,Spain,Huelva,0.262995945
September 2025,Spain,Huelva,0.219659258
October 2025,Spain,Huelva,0.295099437
November 2025,Spain,Huelva,0.194047174
December 2025,Spain,Huelva,0.217676638
January 2026,Spain,Huelva,0.034709311
January 2021,Spain,Cartagena,0.18471902
February 2021,Spain,Cartagena,0.124995635
March 2021,Spain,Cartagena,0.138007709
April 2021,Spain,Cartagena,0.39818338
May 2021,Spain,Cartagena,0.184727106
June 2021,Spain,Cartagena,0.151234024
July 2021,Spain,Cartagena,0.202557526
August 2021,Spain,Cartagena,0.164502039
September 2021,Spain,Cartagena,0.240837157
October 2021,Spain,Cartagena,0.214734858
November 2021,Spain,Cartagena,0.419612173
December 2021,Spain,Cartagena,0.368367709
January 2022,Spain,Cartagena,0.52703778
February 2022,Spain,Cartagena,0.409123224
March 2022,Spain,Cartagena,0.427689351
April 2022,Spain,Cartagena,0.439533191
May 2022,Spain,Cartagena,0.586713709
June 2022,Spain,Cartagena,0.549976041
July 2022,Spain,Cartagena,0.411218534
August 2022,Spain,Cartagena,0.191037835
September 2022,Spain,Cartagena,0.362577191
October 2022,Spain,Cartagena,0.347423165
November 2022,Spain,Cartagena,0.277909118
December 2022,Spain,Cartagena,0.316048418
January 2023,Spain,Cartagena,0.306578415
February 2023,Spain,Cartagena,0.278276736
March 2023,Spain,Cartagena,0.27075532
April 2023,Spain,Cartagena,0.459999576
May 2023,Spain,Cartagena,0.380757143
June 2023,Spain,Cartagena,0.312164037
July 2023,Spain,Cartagena,0.249873755
August 2023,Spain,Cartagena,0.231057302
September 2023,Spain,Cartagena,0.084191536
October 2023,Spain,Cartagena,0.305213334
November 2023,Spain,Cartagena,0.295837794
December 2023,Spain,Cartagena,0.146346308
January 2024,Spain,Cartagena,0.210175669
February 2024,Spain,Cartagena,0.268373109
March 2024,Spain,Cartagena,0.384115725
April 2024,Spain,Cartagena,0.176748116
May 2024,Spain,Cartagena,0.178387381
June 2024,Spain,Cartagena,0.170337117
July 2024,Spain,Cartagena,0.154963151
August 2024,Spain,Cartagena,0.202573803
September 2024,Spain,Cartagena,0.07534679
October 2024,Spain,Cartagena,0.139947064
November 2024,Spain,Cartagena,0.160749719
December 2024,Spain,Cartagena,0.219369324
January 2025,Spain,Cartagena,0.154540197
February 2025,Spain,Cartagena,0.233316441
March 2025,Spain,Cartagena,0.297038869
April 2025,Spain,Cartagena,0.217292589
May 2025,Spain,Cartagena,0.201816655
June 2025,Spain,Cartagena,0.258677095
July 2025,Spain,Cartagena,0.236255279
August 2025,Spain,Cartagena,0.15110016
September 2025,Spain,Cartagena,0.168065741
October 2025,Spain,Cartagena,0.205356246
November 2025,Spain,Cartagena,0.256957337
December 2025,Spain,Cartagena,0.224154091
January 2026,Spain,Cartagena,0.034925517
January 2021,Spain,Bilbao,0.386190802
February 2021,Spain,Bilbao,0.385581013
March 2021,Spain,Bilbao,0.292000813
April 2021,Spain,Bilbao,0.267195039
May 2021,Spain,Bilbao,0.188030452
June 2021,Spain,Bilbao,0.336753875
July 2021,Spain,Bilbao,0.371781045
August 2021,Spain,Bilbao,0.323051517
September 2021,Spain,Bilbao,0.207181018
October 2021,Spain,Bilbao,0.477133969
November 2021,Spain,Bilbao,0.580642358
December 2021,Spain,Bilbao,0.499340045
January 2022,Spain,Bilbao,0.429324685
February 2022,Spain,Bilbao,0.413185159
March 2022,Spain,Bilbao,0.535364562
April 2022,Spain,Bilbao,0.610216139
May 2022,Spain,Bilbao,0.545095679
June 2022,Spain,Bilbao,0.492874821
July 2022,Spain,Bilbao,0.5813382
August 2022,Spain,Bilbao,0.451201937
September 2022,Spain,Bilbao,0.38082095
October 2022,Spain,Bilbao,0.505311008
November 2022,Spain,Bilbao,0.526242284
December 2022,Spain,Bilbao,0.455372732
January 2023,Spain,Bilbao,0.447895651
February 2023,Spain,Bilbao,0.590781909
March 2023,Spain,Bilbao,0.66153502
April 2023,Spain,Bilbao,0.55176047
May 2023,Spain,Bilbao,0.503883863
June 2023,Spain,Bilbao,0.61016244
July 2023,Spain,Bilbao,0.380242203
August 2023,Spain,Bilbao,0.501408228
September 2023,Spain,Bilbao,0.462530786
October 2023,Spain,Bilbao,0.336339168
November 2023,Spain,Bilbao,0.434337304
December 2023,Spain,Bilbao,0.50661374
January 2024,Spain,Bilbao,0.539221856
February 2024,Spain,Bilbao,0.499730678
March 2024,Spain,Bilbao,0.485465091
April 2024,Spain,Bilbao,0.349155567
May 2024,Spain,Bilbao,0.398567426
June 2024,Spain,Bilbao,0.420713215
July 2024,Spain,Bilbao,0.396957449
August 2024,Spain,Bilbao,0.32259933
September 2024,Spain,Bilbao,0.27598479
October 2024,Spain,Bilbao,0.274590821
November 2024,Spain,Bilbao,0.434064228
December 2024,Spain,Bilbao,0.433351149
January 2025,Spain,Bilbao,0.492999856
February 2025,Spain,Bilbao,0.553139182
March 2025,Spain,Bilbao,0.574453035
April 2025,Spain,Bilbao,0.464177261
May 2025,Spain,Bilbao,0.245224582
June 2025,Spain,Bilbao,0.198990616
July 2025,Spain,Bilbao,0.24590586
August 2025,Spain,Bilbao,0.396236662
September 2025,Spain,Bilbao,0.448932883
October 2025,Spain,Bilbao,0.518077501
November 2025,Spain,Bilbao,0.396213912
December 2025,Spain,Bilbao,0.516224304
January 2026,Spain,Bilbao,0.160549423
January 2021,Spain,Barcelona,0.261567355
February 2021,Spain,Barcelona,0.16857328
March 2021,Spain,Barcelona,0.140881599
April 2021,Spain,Barcelona,0.230055493
May 2021,Spain,Barcelona,0.272525636
June 2021,Spain,Barcelona,0.230588191
July 2021,Spain,Barcelona,0.20509808
August 2021,Spain,Barcelona,0.214484511
September 2021,Spain,Barcelona,0.200317819
October 2021,Spain,Barcelona,0.217105275
November 2021,Spain,Barcelona,0.384993541
December 2021,Spain,Barcelona,0.34080838
January 2022,Spain,Barcelona,0.605370143
February 2022,Spain,Barcelona,0.557670823
March 2022,Spain,Barcelona,0.295811638
April 2022,Spain,Barcelona,0.342831685
May 2022,Spain,Barcelona,0.360290552
June 2022,Spain,Barcelona,0.48026281
July 2022,Spain,Barcelona,0.318679293
August 2022,Spain,Barcelona,0.227246667
September 2022,Spain,Barcelona,0.219839518
October 2022,Spain,Barcelona,0.150410524
November 2022,Spain,Barcelona,0.329735722
December 2022,Spain,Barcelona,0.378094298
January 2023,Spain,Barcelona,0.199895195
February 2023,Spain,Barcelona,0.325742166
March 2023,Spain,Barcelona,0.345484928
April 2023,Spain,Barcelona,0.297723952
May 2023,Spain,Barcelona,0.213718133
June 2023,Spain,Barcelona,0.362172052
July 2023,Spain,Barcelona,0.222311685
August 2023,Spain,Barcelona,0.192179812
September 2023,Spain,Barcelona,0.340005082
October 2023,Spain,Barcelona,0.343008873
November 2023,Spain,Barcelona,0.371588322
December 2023,Spain,Barcelona,0.299662748
January 2024,Spain,Barcelona,0.258333766
February 2024,Spain,Barcelona,0.208064951
March 2024,Spain,Barcelona,0.141262272
April 2024,Spain,Barcelona,0.131844433
May 2024,Spain,Barcelona,0.138130823
June 2024,Spain,Barcelona,0.127722698
July 2024,Spain,Barcelona,0.13991344
August 2024,Spain,Barcelona,0.132389258
September 2024,Spain,Barcelona,0.168381797
October 2024,Spain,Barcelona,0.207675192
November 2024,Spain,Barcelona,0.282583432
December 2024,Spain,Barcelona,0.353524749
January 2025,Spain,Barcelona,0.215392428
February 2025,Spain,Barcelona,0.188369119
March 2025,Spain,Barcelona,0.218520135
April 2025,Spain,Barcelona,0.427637688
May 2025,Spain,Barcelona,0.31961964
June 2025,Spain,Barcelona,0.211408095
July 2025,Spain,Barcelona,0.261266113
August 2025,Spain,Barcelona,0.164044162
September 2025,Spain,Barcelona,0.213184162
October 2025,Spain,Barcelona,0.355877499
November 2025,Spain,Barcelona,0.26327657
December 2025,Spain,Barcelona,0.299067282
January 2026,Spain,Barcelona,0.086710794
January 2021,United Kingdom,Milford Haven,0.504818611
February 2021,United Kingdom,Milford Haven,1.175837911
March 2021,United Kingdom,Milford Haven,1.962381618
April 2021,United Kingdom,Milford Haven,1.057134824
May 2021,United Kingdom,Milford Haven,0.849420728
June 2021,United Kingdom,Milford Haven,0.811566941
July 2021,United Kingdom,Milford Haven,0.162441364
August 2021,United Kingdom,Milford Haven,0.170646008
September 2021,United Kingdom,Milford Haven,0.163090725
October 2021,United Kingdom,Milford Haven,0.490533022
November 2021,United Kingdom,Milford Haven,1.070856828
December 2021,United Kingdom,Milford Haven,1.461691116
January 2022,United Kingdom,Milford Haven,2.197981973
February 2022,United Kingdom,Milford Haven,1.617512941
March 2022,United Kingdom,Milford Haven,1.609403845
April 2022,United Kingdom,Milford Haven,1.99162476
May 2022,United Kingdom,Milford Haven,1.587995811
June 2022,United Kingdom,Milford Haven,1.285883853
July 2022,United Kingdom,Milford Haven,0.84591234
August 2022,United Kingdom,Milford Haven,1.083712656
September 2022,United Kingdom,Milford Haven,1.256878852
October 2022,United Kingdom,Milford Haven,1.106818103
November 2022,United Kingdom,Milford Haven,1.724857487
December 2022,United Kingdom,Milford Haven,2.18976274
January 2023,United Kingdom,Milford Haven,1.670566084
February 2023,United Kingdom,Milford Haven,1.73667311
March 2023,United Kingdom,Milford Haven,1.868431816
April 2023,United Kingdom,Milford Haven,1.686034072
May 2023,United Kingdom,Milford Haven,1.380814579
June 2023,United Kingdom,Milford Haven,0.425778931
July 2023,United Kingdom,Milford Haven,0.171891167
August 2023,United Kingdom,Milford Haven,0.259701106
September 2023,United Kingdom,Milford Haven,0.238473634
October 2023,United Kingdom,Milford Haven,0.696805685
November 2023,United Kingdom,Milford Haven,1.090573621
December 2023,United Kingdom,Milford Haven,1.35482598
January 2024,United Kingdom,Milford Haven,1.610109012
February 2024,United Kingdom,Milford Haven,1.199874554
March 2024,United Kingdom,Milford Haven,0.395907285
April 2024,United Kingdom,Milford Haven,0.432976913
May 2024,United Kingdom,Milford Haven,0.403738969
June 2024,United Kingdom,Milford Haven,0.173850779
July 2024,United Kingdom,Milford Haven,0.16755373
August 2024,United Kingdom,Milford Haven,0.198486236
September 2024,United Kingdom,Milford Haven,0.217171873
October 2024,United Kingdom,Milford Haven,0.396238916
November 2024,United Kingdom,Milford Haven,1.061443649
December 2024,United Kingdom,Milford Haven,1.610424859
January 2025,United Kingdom,Milford Haven,1.762586064
February 2025,United Kingdom,Milford Haven,1.938928147
March 2025,United Kingdom,Milford Haven,1.649433649
April 2025,United Kingdom,Milford Haven,0.470800363
May 2025,United Kingdom,Milford Haven,0.27375481
June 2025,United Kingdom,Milford Haven,0.178232796
July 2025,United Kingdom,Milford Haven,0.20300737
August 2025,United Kingdom,Milford Haven,0.173714755
September 2025,United Kingdom,Milford Haven,0.161804964
October 2025,United Kingdom,Milford Haven,0.619119138
November 2025,United Kingdom,Milford Haven,1.65788837
December 2025,United Kingdom,Milford Haven,1.5641165
January 2026,United Kingdom,Milford Haven,0.511927585
January 2021,United Kingdom,Isle of Grain,0.370556674
February 2021,United Kingdom,Isle of Grain,0.773241563
March 2021,United Kingdom,Isle of Grain,0.28943462
April 2021,United Kingdom,Isle of Grain,1.038207601
May 2021,United Kingdom,Isle of Grain,0.539817288
June 2021,United Kingdom,Isle of Grain,0.184245988
July 2021,United Kingdom,Isle of Grain,0.00265643
August 2021,United Kingdom,Isle of Grain,0.000109118
September 2021,United Kingdom,Isle of Grain,0.050160863
October 2021,United Kingdom,Isle of Grain,0.141585523
November 2021,United Kingdom,Isle of Grain,0.373215057
December 2021,United Kingdom,Isle of Grain,0.614956324
January 2022,United Kingdom,Isle of Grain,0.949923381
February 2022,United Kingdom,Isle of Grain,0.491801661
March 2022,United Kingdom,Isle of Grain,0.421517397
April 2022,United Kingdom,Isle of Grain,1.138696023
May 2022,United Kingdom,Isle of Grain,0.249335292
June 2022,United Kingdom,Isle of Grain,0.043327299
July 2022,United Kingdom,Isle of Grain,0.000364763
August 2022,United Kingdom,Isle of Grain,0.000264222
September 2022,United Kingdom,Isle of Grain,0.588080333
October 2022,United Kingdom,Isle of Grain,0.663590045
November 2022,United Kingdom,Isle of Grain,0.826758843
December 2022,United Kingdom,Isle of Grain,1.262200093
January 2023,United Kingdom,Isle of Grain,0.991506239
February 2023,United Kingdom,Isle of Grain,0.952486664
March 2023,United Kingdom,Isle of Grain,1.153323752
April 2023,United Kingdom,Isle of Grain,1.128251625
May 2023,United Kingdom,Isle of Grain,0.967149931
June 2023,United Kingdom,Isle of Grain,0.071308118
July 2023,United Kingdom,Isle of Grain,9.8206e-05
August 2023,United Kingdom,Isle of Grain,0.038678104
September 2023,United Kingdom,Isle of Grain,0.119376895
October 2023,United Kingdom,Isle of Grain,0.136962649
November 2023,United Kingdom,Isle of Grain,0.510315405
December 2023,United Kingdom,Isle of Grain,0.608460013
January 2024,United Kingdom,Isle of Grain,0.660831723
February 2024,United Kingdom,Isle of Grain,0.152062828
March 2024,United Kingdom,Isle of Grain,0.097841053
April 2024,United Kingdom,Isle of Grain,0.018524911
May 2024,United Kingdom,Isle of Grain,0.020423411
June 2024,United Kingdom,Isle of Grain,0.000233823
July 2024,United Kingdom,Isle of Grain,0.000201087
August 2024,United Kingdom,Isle of Grain,0.000138735
September 2024,United Kingdom,Isle of Grain,0
October 2024,United Kingdom,Isle of Grain,0.059436955
November 2024,United Kingdom,Isle of Grain,0.313238246
December 2024,United Kingdom,Isle of Grain,0.263021559
January 2025,United Kingdom,Isle of Grain,0.450309395
February 2025,United Kingdom,Isle of Grain,0.45323705
March 2025,United Kingdom,Isle of Grain,0.095831067
April 2025,United Kingdom,Isle of Grain,0.079640406
May 2025,United Kingdom,Isle of Grain,0.060501379
June 2025,United Kingdom,Isle of Grain,0.091755298
July 2025,United Kingdom,Isle of Grain,0.017767942
August 2025,United Kingdom,Isle of Grain,0.000163675
September 2025,United Kingdom,Isle of Grain,0.03691594
October 2025,United Kingdom,Isle of Grain,0.138267525
November 2025,United Kingdom,Isle of Grain,0.091863187
December 2025,United Kingdom,Isle of Grain,0.18769867
January 2026,United Kingdom,Isle of Grain,0.201563772
