Month of Date,Target Country,Point,flows_bcm
February 2023,Greece,Revithoussa,0.323275923
March 2023,Greece,Revithoussa,0.281750283
April 2023,Greece,Revithoussa,0.246024014
May 2023,Greece,Revithoussa,0.297337822
June 2023,Greece,Revithoussa,0.2584777
July 2023,Greece,Revithoussa,0.23862804
August 2023,Greece,Revithoussa,0.22926831
September 2023,Greece,Revithoussa,0.147650446
October 2023,Greece,Revithoussa,0.082302756
November 2023,Greece,Revithoussa,0.133466297
December 2023,Greece,Revithoussa,0.197730096
January 2024,Greece,Revithoussa,0.297929513
February 2024,Greece,Revithoussa,0.150176788
March 2024,Greece,Revithoussa,0.161373266
April 2024,Greece,Revithoussa,0.067842984
May 2024,Greece,Revithoussa,0.070765628
June 2024,Greece,Revithoussa,0.12820816
July 2024,Greece,Revithoussa,0.11512751
August 2024,Greece,Revithoussa,0.095711133
September 2024,Greece,Revithoussa,0.056966993
October 2024,Greece,Revithoussa,0.12495824
November 2024,Greece,Revithoussa,0.21196953
December 2024,Greece,Revithoussa,0.265226694
January 2025,Greece,Revithoussa,0.322304976
February 2025,Greece,Revithoussa,0.344566221
March 2025,Greece,Revithoussa,0.280422734
April 2025,Greece,Revithoussa,0.089821573
May 2025,Greece,Revithoussa,0.094872303
June 2025,Greece,Revithoussa,0.261994228
July 2025,Greece,Revithoussa,0.261119666
August 2025,Greece,Revithoussa,0.261978738
September 2025,Greece,Revithoussa,0.154975552
October 2025,Greece,Revithoussa,0.220094599
November 2025,Greece,Revithoussa,0.242883836
December 2025,Greece,Revithoussa,0.318459739
January 2021,Greece,Alexandroupolis,0
February 2021,Greece,Alexandroupolis,0
March 2021,Greece,Alexandroupolis,0
April 2021,Greece,Alexandroupolis,0
May 2021,Greece,Alexandroupolis,0
June 2021,Greece,Alexandroupolis,0
July 2021,Greece,Alexandroupolis,0
August 2021,Greece,Alexandroupolis,0
September 2021,Greece,Alexandroupolis,0
October 2021,Greece,Alexandroupolis,0
November 2021,Greece,Alexandroupolis,0
December 2021,Greece,Alexandroupolis,0
January 2022,Greece,Alexandroupolis,0
February 2022,Greece,Alexandroupolis,0
March 2022,Greece,Alexandroupolis,0
April 2022,Greece,Alexandroupolis,0
May 2022,Greece,Alexandroupolis,0
June 2022,Greece,Alexandroupolis,0
July 2022,Greece,Alexandroupolis,0
August 2022,Greece,Alexandroupolis,0
September 2022,Greece,Alexandroupolis,0
October 2022,Greece,Alexandroupolis,0
November 2022,Greece,Alexandroupolis,0
December 2022,Greece,Alexandroupolis,0
January 2023,Greece,Alexandroupolis,0
February 2023,Greece,Alexandroupolis,0
March 2023,Greece,Alexandroupolis,0
April 2023,Greece,Alexandroupolis,0
May 2023,Greece,Alexandroupolis,0
June 2023,Greece,Alexandroupolis,0
July 2023,Greece,Alexandroupolis,0
August 2023,Greece,Alexandroupolis,0
September 2023,Greece,Alexandroupolis,0
October 2023,Greece,Alexandroupolis,0
November 2023,Greece,Alexandroupolis,0
December 2023,Greece,Alexandroupolis,0
January 2024,Greece,Alexandroupolis,0
February 2024,Greece,Alexandroupolis,0
March 2024,Greece,Alexandroupolis,0.000306557
April 2024,Greece,Alexandroupolis,0.026774647
May 2024,Greece,Alexandroupolis,0.010042956
June 2024,Greece,Alexandroupolis,0.001115465
July 2024,Greece,Alexandroupolis,0
August 2024,Greece,Alexandroupolis,0.014813722
September 2024,Greece,Alexandroupolis,0.001619084
October 2024,Greece,Alexandroupolis,0.029315645
November 2024,Greece,Alexandroupolis,0.083902332
December 2024,Greece,Alexandroupolis,0.087947247
January 2025,Greece,Alexandroupolis,0.098477374
February 2025,Greece,Alexandroupolis,0
March 2025,Greece,Alexandroupolis,0
April 2025,Greece,Alexandroupolis,0
May 2025,Greece,Alexandroupolis,0
June 2025,Greece,Alexandroupolis,0
July 2025,Greece,Alexandroupolis,0
August 2025,Greece,Alexandroupolis,0
September 2025,Greece,Alexandroupolis,0
October 2025,Greece,Alexandroupolis,0
November 2025,Greece,Alexandroupolis,0.067439481
December 2025,Greece,Alexandroupolis,0.090737704
February 2023,Italy,LNG Piombino,0
March 2023,Italy,LNG Piombino,0
April 2023,Italy,LNG Piombino,0
May 2023,Italy,LNG Piombino,0.078471949
June 2023,Italy,LNG Piombino,0
July 2023,Italy,LNG Piombino,0.103418777
August 2023,Italy,LNG Piombino,0.008008696
September 2023,Italy,LNG Piombino,0
October 2023,Italy,LNG Piombino,0.2576842
November 2023,Italy,LNG Piombino,0.356807308
December 2023,Italy,LNG Piombino,0.344212042
January 2024,Italy,LNG Piombino,0.148192717
February 2024,Italy,LNG Piombino,0.341962353
March 2024,Italy,LNG Piombino,0.320038586
April 2024,Italy,LNG Piombino,0.327528099
May 2024,Italy,LNG Piombino,0.318856499
June 2024,Italy,LNG Piombino,0.14592384
July 2024,Italy,LNG Piombino,0.296084136
August 2024,Italy,LNG Piombino,0.323010571
September 2024,Italy,LNG Piombino,0.318192232
October 2024,Italy,LNG Piombino,0.345994487
November 2024,Italy,LNG Piombino,0.351821847
December 2024,Italy,LNG Piombino,0.378170561
January 2025,Italy,LNG Piombino,0.352761898
February 2025,Italy,LNG Piombino,0.342628724
March 2025,Italy,LNG Piombino,0.365063827
April 2025,Italy,LNG Piombino,0.19437162
May 2025,Italy,LNG Piombino,0.407870242
June 2025,Italy,LNG Piombino,0.369900817
July 2025,Italy,LNG Piombino,0.36079224
August 2025,Italy,LNG Piombino,0.390580926
September 2025,Italy,LNG Piombino,0.371160561
October 2025,Italy,LNG Piombino,0.372761909
November 2025,Italy,LNG Piombino,0.356841864
December 2025,Italy,LNG Piombino,0.375607573
January 2026,Italy,LNG Piombino,0.117356187
January 2021,Italy,LNG Panigaglia,0.02022333
February 2021,Italy,LNG Panigaglia,0.135162573
March 2021,Italy,LNG Panigaglia,0.148208473
April 2021,Italy,LNG Panigaglia,0.251119522
May 2021,Italy,LNG Panigaglia,0.222191334
June 2021,Italy,LNG Panigaglia,0
July 2021,Italy,LNG Panigaglia,0.130510379
August 2021,Italy,LNG Panigaglia,0.07458324
September 2021,Italy,LNG Panigaglia,0.082998762
October 2021,Italy,LNG Panigaglia,0.000458665
November 2021,Italy,LNG Panigaglia,0.000428379
December 2021,Italy,LNG Panigaglia,0.000402858
January 2022,Italy,LNG Panigaglia,0.043986703
February 2022,Italy,LNG Panigaglia,0.063686575
March 2022,Italy,LNG Panigaglia,0.022719461
April 2022,Italy,LNG Panigaglia,0.10997184
May 2022,Italy,LNG Panigaglia,0.26187951
June 2022,Italy,LNG Panigaglia,0.294853403
July 2022,Italy,LNG Panigaglia,0.292119307
August 2022,Italy,LNG Panigaglia,0.28557495
September 2022,Italy,LNG Panigaglia,0.004995085
October 2022,Italy,LNG Panigaglia,0.285583165
November 2022,Italy,LNG Panigaglia,0.304637303
December 2022,Italy,LNG Panigaglia,0.250204595
January 2023,Italy,LNG Panigaglia,0.260879815
February 2023,Italy,LNG Panigaglia,0.263339754
March 2023,Italy,LNG Panigaglia,0.33351244
April 2023,Italy,LNG Panigaglia,0.298924227
May 2023,Italy,LNG Panigaglia,0.330263131
June 2023,Italy,LNG Panigaglia,0.288953136
July 2023,Italy,LNG Panigaglia,0.200800315
August 2023,Italy,LNG Panigaglia,0.244149618
September 2023,Italy,LNG Panigaglia,0.053081955
October 2023,Italy,LNG Panigaglia,0.066685087
November 2023,Italy,LNG Panigaglia,0.184007188
December 2023,Italy,LNG Panigaglia,0.060352629
January 2024,Italy,LNG Panigaglia,0.106934768
February 2024,Italy,LNG Panigaglia,0.193427175
March 2024,Italy,LNG Panigaglia,0.167286555
April 2024,Italy,LNG Panigaglia,0.191553925
May 2024,Italy,LNG Panigaglia,0.130795218
June 2024,Italy,LNG Panigaglia,0.038047586
July 2024,Italy,LNG Panigaglia,0.123794672
August 2024,Italy,LNG Panigaglia,0.002075976
September 2024,Italy,LNG Panigaglia,0.000753266
October 2024,Italy,LNG Panigaglia,0.000884332
November 2024,Italy,LNG Panigaglia,0.000890647
December 2024,Italy,LNG Panigaglia,0.000894203
January 2025,Italy,LNG Panigaglia,0.020830005
February 2025,Italy,LNG Panigaglia,0.03803383
March 2025,Italy,LNG Panigaglia,0.077547988
April 2025,Italy,LNG Panigaglia,0.192430888
May 2025,Italy,LNG Panigaglia,0.282223396
June 2025,Italy,LNG Panigaglia,0.242667027
July 2025,Italy,LNG Panigaglia,0.251541582
August 2025,Italy,LNG Panigaglia,0.166051523
September 2025,Italy,LNG Panigaglia,0.209302781
October 2025,Italy,LNG Panigaglia,0.290219455
November 2025,Italy,LNG Panigaglia,0.097941564
December 2025,Italy,LNG Panigaglia,0.002949793
January 2026,Italy,LNG Panigaglia,0.000528558
January 2021,Italy,LNG Livorno,0
February 2021,Italy,LNG Livorno,0.031689809
March 2021,Italy,LNG Livorno,0.25601343
April 2021,Italy,LNG Livorno,0.334710762
May 2021,Italy,LNG Livorno,0.234272286
June 2021,Italy,LNG Livorno,0.303181143
July 2021,Italy,LNG Livorno,0.091471046
August 2021,Italy,LNG Livorno,0.086843048
September 2021,Italy,LNG Livorno,0.087281047
October 2021,Italy,LNG Livorno,0
November 2021,Italy,LNG Livorno,0
December 2021,Italy,LNG Livorno,0
January 2022,Italy,LNG Livorno,0.307277053
February 2022,Italy,LNG Livorno,0.305134172
March 2022,Italy,LNG Livorno,0.361892985
April 2022,Italy,LNG Livorno,0.358613691
May 2022,Italy,LNG Livorno,0.040912747
June 2022,Italy,LNG Livorno,0.344711484
July 2022,Italy,LNG Livorno,0.420747722
August 2022,Italy,LNG Livorno,0.412060694
September 2022,Italy,LNG Livorno,0.403350798
October 2022,Italy,LNG Livorno,0.190940375
November 2022,Italy,LNG Livorno,0.238284357
December 2022,Italy,LNG Livorno,0.358107115
January 2023,Italy,LNG Livorno,0.326676075
February 2023,Italy,LNG Livorno,0.356614278
March 2023,Italy,LNG Livorno,0.361068185
April 2023,Italy,LNG Livorno,0.408643757
May 2023,Italy,LNG Livorno,0.191768479
June 2023,Italy,LNG Livorno,0.359299313
July 2023,Italy,LNG Livorno,0.378430269
August 2023,Italy,LNG Livorno,0.350003077
September 2023,Italy,LNG Livorno,0.357005513
October 2023,Italy,LNG Livorno,0.196858993
November 2023,Italy,LNG Livorno,0.184774183
December 2023,Italy,LNG Livorno,0.339184131
January 2024,Italy,LNG Livorno,0.405402126
February 2024,Italy,LNG Livorno,0.259262383
March 2024,Italy,LNG Livorno,0
April 2024,Italy,LNG Livorno,0
May 2024,Italy,LNG Livorno,0
June 2024,Italy,LNG Livorno,0
July 2024,Italy,LNG Livorno,0
August 2024,Italy,LNG Livorno,0
September 2024,Italy,LNG Livorno,0
October 2024,Italy,LNG Livorno,0
November 2024,Italy,LNG Livorno,0.086527214
December 2024,Italy,LNG Livorno,0.365468234
January 2025,Italy,LNG Livorno,0.306193428
February 2025,Italy,LNG Livorno,0.388730283
March 2025,Italy,LNG Livorno,0.398497369
April 2025,Italy,LNG Livorno,0.363862415
May 2025,Italy,LNG Livorno,0.399035659
June 2025,Italy,LNG Livorno,0.401708193
July 2025,Italy,LNG Livorno,0.405662799
August 2025,Italy,LNG Livorno,0.408432289
September 2025,Italy,LNG Livorno,0.395728281
October 2025,Italy,LNG Livorno,0.080255973
November 2025,Italy,LNG Livorno,0.323343028
December 2025,Italy,LNG Livorno,0.374986434
January 2026,Italy,LNG Livorno,0.095521106
January 2021,Italy,LNG Cavarzere,0.552975616
February 2021,Italy,LNG Cavarzere,0.536352666
March 2021,Italy,LNG Cavarzere,0.636328571
April 2021,Italy,LNG Cavarzere,0.739816378
May 2021,Italy,LNG Cavarzere,0.544280093
June 2021,Italy,LNG Cavarzere,0.779513047
July 2021,Italy,LNG Cavarzere,0.664984188
August 2021,Italy,LNG Cavarzere,0.522841713
September 2021,Italy,LNG Cavarzere,0.564659904
October 2021,Italy,LNG Cavarzere,0.559356284
November 2021,Italy,LNG Cavarzere,0.638492477
December 2021,Italy,LNG Cavarzere,0.594743619
January 2022,Italy,LNG Cavarzere,0.614086263
February 2022,Italy,LNG Cavarzere,0.613348061
March 2022,Italy,LNG Cavarzere,0.69689057
April 2022,Italy,LNG Cavarzere,0.750949799
May 2022,Italy,LNG Cavarzere,0.832430045
June 2022,Italy,LNG Cavarzere,0.79266532
July 2022,Italy,LNG Cavarzere,0.75794655
August 2022,Italy,LNG Cavarzere,0.056125514
September 2022,Italy,LNG Cavarzere,0.76275295
October 2022,Italy,LNG Cavarzere,0.813163903
November 2022,Italy,LNG Cavarzere,0.800430492
December 2022,Italy,LNG Cavarzere,0.844798187
January 2023,Italy,LNG Cavarzere,0.644829798
February 2023,Italy,LNG Cavarzere,0.697571846
March 2023,Italy,LNG Cavarzere,0.838376841
April 2023,Italy,LNG Cavarzere,0.730434965
May 2023,Italy,LNG Cavarzere,0.759305862
June 2023,Italy,LNG Cavarzere,0.641450272
July 2023,Italy,LNG Cavarzere,0.839864605
August 2023,Italy,LNG Cavarzere,0.646265552
September 2023,Italy,LNG Cavarzere,0.757531188
October 2023,Italy,LNG Cavarzere,0.7813443
November 2023,Italy,LNG Cavarzere,0.815478519
December 2023,Italy,LNG Cavarzere,0.683426934
January 2024,Italy,LNG Cavarzere,0.752131874
February 2024,Italy,LNG Cavarzere,0.671431191
March 2024,Italy,LNG Cavarzere,0.770344097
April 2024,Italy,LNG Cavarzere,0.791569417
May 2024,Italy,LNG Cavarzere,0.832979312
June 2024,Italy,LNG Cavarzere,0.730125669
July 2024,Italy,LNG Cavarzere,0.736207594
August 2024,Italy,LNG Cavarzere,0.764279568
September 2024,Italy,LNG Cavarzere,0.755595722
October 2024,Italy,LNG Cavarzere,0.761626324
November 2024,Italy,LNG Cavarzere,0.758973865
December 2024,Italy,LNG Cavarzere,0.743498069
January 2025,Italy,LNG Cavarzere,0.739405962
February 2025,Italy,LNG Cavarzere,0.737114159
March 2025,Italy,LNG Cavarzere,0.813769945
April 2025,Italy,LNG Cavarzere,0.748028389
May 2025,Italy,LNG Cavarzere,0.865362857
June 2025,Italy,LNG Cavarzere,0.811481913
July 2025,Italy,LNG Cavarzere,0.78305536
August 2025,Italy,LNG Cavarzere,0.009223639
September 2025,Italy,LNG Cavarzere,0.640284879
October 2025,Italy,LNG Cavarzere,0.810824904
November 2025,Italy,LNG Cavarzere,0.754886438
December 2025,Italy,LNG Cavarzere,0.832472085
January 2026,Italy,LNG Cavarzere,0.260150837
January 2021,Lithuania,Klaipeda (LNG),0.0937812
February 2021,Lithuania,Klaipeda (LNG),0.101393807
March 2021,Lithuania,Klaipeda (LNG),0.174059237
April 2021,Lithuania,Klaipeda (LNG),0.14817429
May 2021,Lithuania,Klaipeda (LNG),0.208866142
June 2021,Lithuania,Klaipeda (LNG),0.164700502
July 2021,Lithuania,Klaipeda (LNG),0.117443933
August 2021,Lithuania,Klaipeda (LNG),0.133448819
September 2021,Lithuania,Klaipeda (LNG),0.137184293
October 2021,Lithuania,Klaipeda (LNG),0.087058752
November 2021,Lithuania,Klaipeda (LNG),0.107351774
December 2021,Lithuania,Klaipeda (LNG),0.082466657
January 2022,Lithuania,Klaipeda (LNG),0.05429672
February 2022,Lithuania,Klaipeda (LNG),0.101461037
March 2022,Lithuania,Klaipeda (LNG),0.16227573
April 2022,Lithuania,Klaipeda (LNG),0.263228502
May 2022,Lithuania,Klaipeda (LNG),0.330573001
June 2022,Lithuania,Klaipeda (LNG),0.327255552
July 2022,Lithuania,Klaipeda (LNG),0.324098513
August 2022,Lithuania,Klaipeda (LNG),0.341493834
September 2022,Lithuania,Klaipeda (LNG),0.260877988
October 2022,Lithuania,Klaipeda (LNG),0.299999587
November 2022,Lithuania,Klaipeda (LNG),0.297250983
December 2022,Lithuania,Klaipeda (LNG),0.293469256
January 2023,Lithuania,Klaipeda (LNG),0.331557823
February 2023,Lithuania,Klaipeda (LNG),0.21295832
March 2023,Lithuania,Klaipeda (LNG),0.307889258
April 2023,Lithuania,Klaipeda (LNG),0.238426039
May 2023,Lithuania,Klaipeda (LNG),0.219893981
June 2023,Lithuania,Klaipeda (LNG),0.247756303
July 2023,Lithuania,Klaipeda (LNG),0.293969542
August 2023,Lithuania,Klaipeda (LNG),0.298469929
September 2023,Lithuania,Klaipeda (LNG),0.228789212
October 2023,Lithuania,Klaipeda (LNG),0.30403873
November 2023,Lithuania,Klaipeda (LNG),0.209371809
December 2023,Lithuania,Klaipeda (LNG),0.145269641
January 2024,Lithuania,Klaipeda (LNG),0.139192275
February 2024,Lithuania,Klaipeda (LNG),0.178092248
March 2024,Lithuania,Klaipeda (LNG),0.209242739
April 2024,Lithuania,Klaipeda (LNG),0.214544286
May 2024,Lithuania,Klaipeda (LNG),0
June 2024,Lithuania,Klaipeda (LNG),0.13880193
July 2024,Lithuania,Klaipeda (LNG),0.296836581
August 2024,Lithuania,Klaipeda (LNG),0.119214358
September 2024,Lithuania,Klaipeda (LNG),0.252159651
October 2024,Lithuania,Klaipeda (LNG),0.252215265
November 2024,Lithuania,Klaipeda (LNG),0.268925587
December 2024,Lithuania,Klaipeda (LNG),0.202087422
January 2025,Lithuania,Klaipeda (LNG),0.262714768
February 2025,Lithuania,Klaipeda (LNG),0.196663394
March 2025,Lithuania,Klaipeda (LNG),0.248040243
April 2025,Lithuania,Klaipeda (LNG),0.16838617
May 2025,Lithuania,Klaipeda (LNG),0.288355804
June 2025,Lithuania,Klaipeda (LNG),0.195578765
July 2025,Lithuania,Klaipeda (LNG),0.138477503
August 2025,Lithuania,Klaipeda (LNG),0.242758512
September 2025,Lithuania,Klaipeda (LNG),0.306604695
October 2025,Lithuania,Klaipeda (LNG),0.273106258
November 2025,Lithuania,Klaipeda (LNG),0.280096144
December 2025,Lithuania,Klaipeda (LNG),0.307904695
January 2026,Lithuania,Klaipeda (LNG),0.068377004
January 2021,Netherlands,Gate Terminal (I),0.048554296
February 2021,Netherlands,Gate Terminal (I),0.505321379
March 2021,Netherlands,Gate Terminal (I),1.039340507
April 2021,Netherlands,Gate Terminal (I),1.062984849
May 2021,Netherlands,Gate Terminal (I),1.189583197
June 2021,Netherlands,Gate Terminal (I),0.43959946
July 2021,Netherlands,Gate Terminal (I),0.200315191
August 2021,Netherlands,Gate Terminal (I),0.234391186
September 2021,Netherlands,Gate Terminal (I),0.50461587
October 2021,Netherlands,Gate Terminal (I),0.776315876
November 2021,Netherlands,Gate Terminal (I),0.798722731
December 2021,Netherlands,Gate Terminal (I),0.993518552
January 2022,Netherlands,Gate Terminal (I),1.100581914
February 2022,Netherlands,Gate Terminal (I),1.003728403
March 2022,Netherlands,Gate Terminal (I),1.256331507
April 2022,Netherlands,Gate Terminal (I),1.277653724
May 2022,Netherlands,Gate Terminal (I),1.229297587
June 2022,Netherlands,Gate Terminal (I),1.33313057
July 2022,Netherlands,Gate Terminal (I),1.448191353
August 2022,Netherlands,Gate Terminal (I),1.468684302
September 2022,Netherlands,Gate Terminal (I),1.390718117
October 2022,Netherlands,Gate Terminal (I),1.398402176
November 2022,Netherlands,Gate Terminal (I),1.502125927
December 2022,Netherlands,Gate Terminal (I),1.427940433
January 2023,Netherlands,Gate Terminal (I),1.405662186
February 2023,Netherlands,Gate Terminal (I),1.265219185
March 2023,Netherlands,Gate Terminal (I),1.47402068
April 2023,Netherlands,Gate Terminal (I),1.416563122
May 2023,Netherlands,Gate Terminal (I),1.337337414
June 2023,Netherlands,Gate Terminal (I),1.348794392
July 2023,Netherlands,Gate Terminal (I),1.25993655
August 2023,Netherlands,Gate Terminal (I),1.095260308
September 2023,Netherlands,Gate Terminal (I),1.036660798
October 2023,Netherlands,Gate Terminal (I),1.236162086
November 2023,Netherlands,Gate Terminal (I),1.359977458
December 2023,Netherlands,Gate Terminal (I),1.437329637
January 2024,Netherlands,Gate Terminal (I),1.398016832
February 2024,Netherlands,Gate Terminal (I),1.334984979
March 2024,Netherlands,Gate Terminal (I),1.318841367
April 2024,Netherlands,Gate Terminal (I),1.298744839
May 2024,Netherlands,Gate Terminal (I),1.06184804
June 2024,Netherlands,Gate Terminal (I),0.978244021
July 2024,Netherlands,Gate Terminal (I),1.040395221
August 2024,Netherlands,Gate Terminal (I),0.864359218
September 2024,Netherlands,Gate Terminal (I),1.090096391
October 2024,Netherlands,Gate Terminal (I),1.06331326
November 2024,Netherlands,Gate Terminal (I),1.317062833
December 2024,Netherlands,Gate Terminal (I),1.414066682
January 2025,Netherlands,Gate Terminal (I),1.24504969
February 2025,Netherlands,Gate Terminal (I),1.28226153
March 2025,Netherlands,Gate Terminal (I),1.410615396
April 2025,Netherlands,Gate Terminal (I),1.388722728
May 2025,Netherlands,Gate Terminal (I),1.430960026
June 2025,Netherlands,Gate Terminal (I),1.359512566
July 2025,Netherlands,Gate Terminal (I),1.255407731
August 2025,Netherlands,Gate Terminal (I),1.220598145
September 2025,Netherlands,Gate Terminal (I),1.324130123
October 2025,Netherlands,Gate Terminal (I),1.355653715
November 2025,Netherlands,Gate Terminal (I),1.362734629
December 2025,Netherlands,Gate Terminal (I),1.403924714
January 2026,Netherlands,Gate Terminal (I),0.337913174
September 2022,Netherlands,Eems Energy Terminal,0.274726661
October 2022,Netherlands,Eems Energy Terminal,0.475027195
November 2022,Netherlands,Eems Energy Terminal,0.205564324
December 2022,Netherlands,Eems Energy Terminal,0.096268929
January 2023,Netherlands,Eems Energy Terminal,0.093369391
February 2023,Netherlands,Eems Energy Terminal,0.155262891
March 2023,Netherlands,Eems Energy Terminal,0.560110033
April 2023,Netherlands,Eems Energy Terminal,0.579295426
May 2023,Netherlands,Eems Energy Terminal,0.71820539
June 2023,Netherlands,Eems Energy Terminal,0.739271523
July 2023,Netherlands,Eems Energy Terminal,0.756778626
August 2023,Netherlands,Eems Energy Terminal,0.754307387
September 2023,Netherlands,Eems Energy Terminal,0.542000817
October 2023,Netherlands,Eems Energy Terminal,0.645517729
November 2023,Netherlands,Eems Energy Terminal,0.397636924
December 2023,Netherlands,Eems Energy Terminal,0.352186436
January 2024,Netherlands,Eems Energy Terminal,0.209465671
February 2024,Netherlands,Eems Energy Terminal,0.167971301
March 2024,Netherlands,Eems Energy Terminal,0.29504564
April 2024,Netherlands,Eems Energy Terminal,0.593866488
May 2024,Netherlands,Eems Energy Terminal,0.554047808
June 2024,Netherlands,Eems Energy Terminal,0.413365714
July 2024,Netherlands,Eems Energy Terminal,0.459016333
August 2024,Netherlands,Eems Energy Terminal,0.463910393
September 2024,Netherlands,Eems Energy Terminal,0.410929945
October 2024,Netherlands,Eems Energy Terminal,0.240125652
November 2024,Netherlands,Eems Energy Terminal,0.16852615
December 2024,Netherlands,Eems Energy Terminal,0.10483464
January 2025,Netherlands,Eems Energy Terminal,0.09807393
February 2025,Netherlands,Eems Energy Terminal,0.09054193
March 2025,Netherlands,Eems Energy Terminal,0.369948011
April 2025,Netherlands,Eems Energy Terminal,0.495681127
May 2025,Netherlands,Eems Energy Terminal,0.79233595
June 2025,Netherlands,Eems Energy Terminal,0.842318745
July 2025,Netherlands,Eems Energy Terminal,0.907060593
August 2025,Netherlands,Eems Energy Terminal,0.835322984
September 2025,Netherlands,Eems Energy Terminal,0.862123438
October 2025,Netherlands,Eems Energy Terminal,0.807293534
November 2025,Netherlands,Eems Energy Terminal,0.482908858
December 2025,Netherlands,Eems Energy Terminal,0.26046342
January 2026,Netherlands,Eems Energy Terminal,0.048610121
January 2021,Poland,Swinoujscie,0.173961324
February 2021,Poland,Swinoujscie,0.244879486
March 2021,Poland,Swinoujscie,0.409543937
April 2021,Poland,Swinoujscie,0.390293873
May 2021,Poland,Swinoujscie,0.439663727
June 2021,Poland,Swinoujscie,0.399851818
July 2021,Poland,Swinoujscie,0.410849059
August 2021,Poland,Swinoujscie,0.193581293
September 2021,Poland,Swinoujscie,0.187797955
October 2021,Poland,Swinoujscie,0.18894799
November 2021,Poland,Swinoujscie,0.401598575
December 2021,Poland,Swinoujscie,0.452579385
January 2022,Poland,Swinoujscie,0.261333357
February 2022,Poland,Swinoujscie,0.316176045
March 2022,Poland,Swinoujscie,0.510639309
April 2022,Poland,Swinoujscie,0.427258138
May 2022,Poland,Swinoujscie,0.607936497
June 2022,Poland,Swinoujscie,0.603644735
July 2022,Poland,Swinoujscie,0.61408405
August 2022,Poland,Swinoujscie,0.490961265
September 2022,Poland,Swinoujscie,0.423825714
October 2022,Poland,Swinoujscie,0.609411064
November 2022,Poland,Swinoujscie,0.613519514
December 2022,Poland,Swinoujscie,0.632621478
January 2023,Poland,Swinoujscie,0.60163917
February 2023,Poland,Swinoujscie,0.482007248
March 2023,Poland,Swinoujscie,0.443948205
April 2023,Poland,Swinoujscie,0.459902552
May 2023,Poland,Swinoujscie,0.563070834
June 2023,Poland,Swinoujscie,0.541439266
July 2023,Poland,Swinoujscie,0.630854727
August 2023,Poland,Swinoujscie,0.431555221
September 2023,Poland,Swinoujscie,0.5485972
October 2023,Poland,Swinoujscie,0.572816428
November 2023,Poland,Swinoujscie,0.561168026
December 2023,Poland,Swinoujscie,0.564027419
January 2024,Poland,Swinoujscie,0.342264036
February 2024,Poland,Swinoujscie,0.413571195
March 2024,Poland,Swinoujscie,0.473199651
April 2024,Poland,Swinoujscie,0.535983578
May 2024,Poland,Swinoujscie,0.594739684
June 2024,Poland,Swinoujscie,0.56912312
July 2024,Poland,Swinoujscie,0.619323132
August 2024,Poland,Swinoujscie,0.553182378
September 2024,Poland,Swinoujscie,0.555264858
October 2024,Poland,Swinoujscie,0.581224137
November 2024,Poland,Swinoujscie,0.532543337
December 2024,Poland,Swinoujscie,0.634347596
January 2025,Poland,Swinoujscie,0.714685948
February 2025,Poland,Swinoujscie,0.535014181
March 2025,Poland,Swinoujscie,0.739146356
April 2025,Poland,Swinoujscie,0.659132659
May 2025,Poland,Swinoujscie,0.658500258
June 2025,Poland,Swinoujscie,0.713304027
July 2025,Poland,Swinoujscie,0.654761142
August 2025,Poland,Swinoujscie,0.710750041
September 2025,Poland,Swinoujscie,0.714298151
October 2025,Poland,Swinoujscie,0.734556237
November 2025,Poland,Swinoujscie,0.727799665
December 2025,Poland,Swinoujscie,0.772035258
January 2026,Poland,Swinoujscie,0.172419401
January 2021,Portugal,Sines,0.532501477
February 2021,Portugal,Sines,0.434198975
March 2021,Portugal,Sines,0.510197873
April 2021,Portugal,Sines,0.473089995
May 2021,Portugal,Sines,0.497014558
June 2021,Portugal,Sines,0.522002373
July 2021,Portugal,Sines,0.412948338
August 2021,Portugal,Sines,0.464108952
September 2021,Portugal,Sines,0.480847905
October 2021,Portugal,Sines,0.4939812
November 2021,Portugal,Sines,0.524004174
December 2021,Portugal,Sines,0.462207334
January 2022,Portugal,Sines,0.524299389
February 2022,Portugal,Sines,0.49162128
March 2022,Portugal,Sines,0.547088721
April 2022,Portugal,Sines,0.499402343
May 2022,Portugal,Sines,0.557729539
June 2022,Portugal,Sines,0.542795387
July 2022,Portugal,Sines,0.541152528
August 2022,Portugal,Sines,0.458031437
September 2022,Portugal,Sines,0.399594495
October 2022,Portugal,Sines,0.298898245
November 2022,Portugal,Sines,0.488021876
December 2022,Portugal,Sines,0.348751425
January 2023,Portugal,Sines,0.40396973
February 2023,Portugal,Sines,0.350937778
March 2023,Portugal,Sines,0.331355099
April 2023,Portugal,Sines,0.418249854
May 2023,Portugal,Sines,0.47817436
June 2023,Portugal,Sines,0.468124999
July 2023,Portugal,Sines,0.452904389
August 2023,Portugal,Sines,0.441099563
September 2023,Portugal,Sines,0.407068104
October 2023,Portugal,Sines,0.36485117
November 2023,Portugal,Sines,0.325512138
December 2023,Portugal,Sines,0.368794364
January 2024,Portugal,Sines,0.378581428
February 2024,Portugal,Sines,0.361466002
March 2024,Portugal,Sines,0.303722565
April 2024,Portugal,Sines,0.342590961
May 2024,Portugal,Sines,0.310801106
June 2024,Portugal,Sines,0.39687128
