Day of Date,Header_Exporter,Gas Origin,Header_Importer,Target Country,Interconnection Point,flows_bcm
"May 23, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045430871
"May 24, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045426183
"May 25, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045489562
"May 26, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045411852
"May 27, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045117472
"May 28, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045367104
"May 29, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045418897
"May 30, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045433781
"May 31, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045412931
"June 1, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045428959
"June 2, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045472006
"June 3, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045369037
"June 4, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045431184
"June 5, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045444398
"June 6, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.0452004
"June 7, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045404983
"June 8, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043792466
"June 9, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045142202
"June 10, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044749653
"June 11, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045244673
"June 12, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045204798
"June 13, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044868499
"June 14, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044613934
"June 15, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045141786
"June 16, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045286654
"June 17, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045128225
"June 18, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045205481
"June 19, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045297183
"June 20, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045210505
"June 21, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045227849
"June 22, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044740601
"June 23, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045061255
"June 24, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045204897
"June 25, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045229352
"June 26, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045142437
"June 27, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045097313
"June 28, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045194283
"June 29, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045234487
"June 30, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045384809
"July 1, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045287452
"July 2, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045182837
"July 3, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045233347
"July 4, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045222112
"July 5, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04524029
"July 6, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045355027
"July 7, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045107017
"July 8, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045353315
"July 9, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045143073
"July 10, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045196184
"July 11, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.022569935
"July 12, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.019640269
"July 13, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.025467326
"July 14, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.040787742
"July 15, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045225511
"July 16, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045083138
"July 17, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045177792
"July 18, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044890415
"July 19, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044881165
"July 20, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044987596
"July 21, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04488954
"July 22, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044951215
"July 23, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045082426
"July 24, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044916519
"July 25, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044900396
"July 26, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04492374
"July 27, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044914127
"July 28, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044849254
"July 29, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044914542
"July 30, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044921751
"July 31, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044932101
"August 1, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044702584
"August 2, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044720592
"August 3, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044648459
"August 4, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044755332
"August 5, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04471556
"August 6, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044705307
"August 7, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044723519
"August 8, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04448292
"August 9, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04450992
"August 10, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044513816
"August 11, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044497813
"August 12, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044388168
"August 13, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044453048
"August 14, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044278615
"August 15, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044356101
"August 16, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044357585
"August 17, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04444921
"August 18, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04439084
"August 19, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044390605
"August 20, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044396538
"August 21, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044426183
"August 22, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044371783
"August 23, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044353292
"August 24, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044341707
"August 25, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044327743
"August 26, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04439953
"August 27, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044427664
"August 28, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044241912
"August 29, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044400044
"August 30, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044391583
"August 31, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044382639
"September 1, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044294979
"September 2, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044380761
"September 3, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043959974
"September 4, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044468107
"September 5, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045531366
"September 6, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045705493
"September 7, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.029169175
"September 8, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.029775571
"September 9, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043127185
"September 10, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.042178905
"September 11, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.041593073
"September 12, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044377949
"September 13, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043535736
"September 14, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045224647
"September 15, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04590737
"September 16, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043707607
"September 17, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.041205204
"September 18, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.040727018
"September 19, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044898831
"September 20, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043801628
"September 21, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043810388
"September 22, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.042526695
"September 23, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04361003
"September 24, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.042731473
"September 25, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04460511
"September 26, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044864652
"September 27, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045089339
"September 28, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044360561
"September 29, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044230667
"September 30, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043704713
"October 1, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044337019
"October 2, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044316669
"October 3, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044277484
"October 4, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044533268
"October 5, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044340502
"October 6, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044819938
"October 7, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044812193
"October 8, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044924031
"October 9, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044846547
"October 10, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044829674
"October 11, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044866249
"October 12, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044084034
"October 13, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044852552
"October 14, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044840858
"October 15, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04449285
"October 16, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044798101
"October 17, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044442264
"October 18, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044690179
"October 19, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044452152
"October 20, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043556593
"October 21, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044398215
"October 22, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044453811
"October 23, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044376742
"October 24, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044406376
"October 25, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044403192
"October 26, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044469038
"October 27, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04438065
"October 28, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044441542
"October 29, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.046295405
"October 30, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044444723
"October 31, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044392224
"November 1, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044470406
"November 2, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043944377
"November 3, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044530583
"November 4, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044812487
"November 5, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044464046
"November 6, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044398148
"November 7, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043897319
"November 8, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045544428
"November 9, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044391079
"November 10, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044373736
"November 11, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044475118
"November 12, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044353572
"November 13, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044431301
"November 14, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044451754
"November 15, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044896925
"November 16, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044753632
"November 17, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045052168
"November 18, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045078712
"November 19, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045253069
"November 20, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045023406
"November 21, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044950634
"November 22, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044446312
"November 23, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044370995
"November 24, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044325991
"November 25, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044480568
"November 26, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044389258
"November 27, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044524538
"November 28, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04439833
"November 29, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044940741
"November 30, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044434347
"December 1, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044018474
"December 2, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044036449
"December 3, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043995799
"December 4, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044000835
"December 5, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044799572
"December 6, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044327369
"December 7, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044264965
"December 8, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.043896405
"December 9, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044306134
"December 10, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044015985
"December 11, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045420819
"December 12, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044845401
"December 13, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044469069
"December 14, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04573451
"December 15, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04384191
"December 16, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045198947
"December 17, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044924965
"December 18, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045068168
"December 19, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045360782
"December 20, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044344747
"December 21, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.044958253
"December 22, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045400477
"December 23, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045335578
"December 24, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.042340866
"December 25, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.04494652
"December 26, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045335392
"December 27, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045378296
"December 28, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045342125
"December 29, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045391864
"December 30, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045341667
"December 31, 2022",Exporter,Norway,Importer,Belgium,ZPT,0.045037014
"January 1, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045294335
"January 2, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045349714
"January 3, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.0453939
"January 4, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045499852
"January 5, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045590519
"January 6, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045579025
"January 7, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045378364
"January 8, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045569026
"January 9, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045380879
"January 10, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045574707
"January 11, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045379397
"January 12, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04535977
"January 13, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045619191
"January 14, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045683089
"January 15, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04567237
"January 16, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045677672
"January 17, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045592279
"January 18, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045640833
"January 19, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045696464
"January 20, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045651855
"January 21, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045593495
"January 22, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045365489
"January 23, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045537152
"January 24, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045644116
"January 25, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04568539
"January 26, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04567489
"January 27, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04502027
"January 28, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045534762
"January 29, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045729444
"January 30, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045418554
"January 31, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045359645
"February 1, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045299849
"February 2, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045407768
"February 3, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045609772
"February 4, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045222417
"February 5, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045325215
"February 6, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045371237
"February 7, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045408157
"February 8, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04537336
"February 9, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045340295
"February 10, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.043059495
"February 11, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045380612
"February 12, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045390651
"February 13, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045440574
"February 14, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.0455987
"February 15, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045646631
"February 16, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045607258
"February 17, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045594458
"February 18, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045591131
"February 19, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.0455653
"February 20, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04555777
"February 21, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.0452782
"February 22, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045529221
"February 23, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045538352
"February 24, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045753577
"February 25, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045535858
"February 26, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045569115
"February 27, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045547415
"February 28, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045587893
"March 1, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045564567
"March 2, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04555657
"March 3, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045593058
"March 4, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04544389
"March 5, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045018746
"March 6, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045349873
"March 7, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04534803
"March 8, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045572839
"March 9, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04530103
"March 10, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045028394
"March 11, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.044748756
"March 12, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045531706
"March 13, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045629801
"March 14, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.04554661
"March 15, 2023",Exporter,Norway,Importer,Belgium,ZPT,0.045600953
