Month of Date,Target Country,flows_bcm
April 2021,Belgium,1.21521895
May 2021,Belgium,1.256902995
June 2021,Belgium,1.340554188
July 2021,Belgium,1.385494029
August 2021,Belgium,1.381256677
September 2021,Belgium,1.150810392
October 2021,Belgium,1.387899275
November 2021,Belgium,1.328085258
December 2021,Belgium,1.379746486
January 2022,Belgium,1.388312268
February 2022,Belgium,1.273163617
March 2022,Belgium,1.393549897
April 2022,Belgium,1.349183712
May 2022,Belgium,1.40299488
June 2022,Belgium,1.354154309
July 2022,Belgium,1.325227154
August 2022,Belgium,1.378500612
September 2022,Belgium,1.287104207
October 2022,Belgium,1.381575075
November 2022,Belgium,1.33785798
December 2022,Belgium,1.385679357
January 2023,Belgium,1.411146448
February 2023,Belgium,1.271130281
March 2023,Belgium,1.41082256
April 2023,Belgium,1.369318821
May 2023,Belgium,1.331522376
June 2023,Belgium,1.240795837
July 2023,Belgium,1.399978915
August 2023,Belgium,1.33475779
September 2023,Belgium,0.854799916
October 2023,Belgium,1.373102486
November 2023,Belgium,1.311586648
December 2023,Belgium,1.360334488
January 2024,Belgium,1.375465236
February 2024,Belgium,1.301585936
March 2024,Belgium,1.392987673
April 2024,Belgium,1.341614033
May 2024,Belgium,1.401657628
June 2024,Belgium,1.359291662
July 2024,Belgium,1.412582234
August 2024,Belgium,1.410893195
September 2024,Belgium,1.322324746
October 2024,Belgium,1.404473228
November 2024,Belgium,1.3645192
December 2024,Belgium,1.414486029
January 2025,Belgium,1.360721222
February 2025,Belgium,1.275895491
March 2025,Belgium,1.418605808
April 2025,Belgium,1.384978399
May 2025,Belgium,1.420843052
June 2025,Belgium,1.360443137
July 2025,Belgium,1.422113502
August 2025,Belgium,1.396373739
September 2025,Belgium,0.254536915
October 2025,Belgium,1.364644231
November 2025,Belgium,1.330193113
December 2025,Belgium,1.409622001
January 2026,Belgium,0.366502947
