Country,Sector,Year of Date,Month of Date,adjusted_unit,adjusted_unit_value
India,Power,2023,November,Gigawatt-hour,10880.677836
India,Other,2023,November,Gigawatt-hour,9501.253986
India,Industrial,2023,November,Gigawatt-hour,25474.376613
India,Household,2023,November,Gigawatt-hour,10924.14709
India,Power,2023,December,Gigawatt-hour,11072.150617
India,Other,2023,December,Gigawatt-hour,9956.599821
India,Industrial,2023,December,Gigawatt-hour,26695.231416
India,Household,2023,December,Gigawatt-hour,11447.684818
India,Power,2022,January,Gigawatt-hour,10106.645126
India,Other,2022,January,Gigawatt-hour,8486.50256
India,Industrial,2022,January,Gigawatt-hour,22753.666289
India,Household,2022,January,Gigawatt-hour,9757.428072
India,Power,2022,February,Gigawatt-hour,9753.905427
India,Other,2022,February,Gigawatt-hour,7859.192576
India,Industrial,2022,February,Gigawatt-hour,21071.74819
India,Household,2022,February,Gigawatt-hour,9036.173097
India,Power,2022,March,Gigawatt-hour,11415.352778
India,Other,2022,March,Gigawatt-hour,9482.787184
India,Industrial,2022,March,Gigawatt-hour,25424.864178
India,Household,2022,March,Gigawatt-hour,10902.914725
India,Power,2022,April,Gigawatt-hour,11711.510675
India,Other,2022,April,Gigawatt-hour,8064.934248
India,Industrial,2022,April,Gigawatt-hour,21623.374426
India,Household,2022,April,Gigawatt-hour,9272.726327
India,Power,2022,May,Gigawatt-hour,11379.144368
India,Other,2022,May,Gigawatt-hour,10215.083245
India,Industrial,2022,May,Gigawatt-hour,27388.266696
India,Household,2022,May,Gigawatt-hour,11744.87833
India,Power,2022,June,Gigawatt-hour,11085.471884
India,Other,2022,June,Gigawatt-hour,8582.910535
India,Industrial,2022,June,Gigawatt-hour,23012.151445
India,Household,2022,June,Gigawatt-hour,9868.273957
India,Power,2022,July,Gigawatt-hour,9903.404448
India,Other,2022,July,Gigawatt-hour,9492.606858
India,Industrial,2022,July,Gigawatt-hour,25451.192319
India,Household,2022,July,Gigawatt-hour,10914.204997
India,Power,2022,August,Gigawatt-hour,9785.23434
India,Other,2022,August,Gigawatt-hour,8532.387948
India,Industrial,2022,August,Gigawatt-hour,22876.692311
India,Household,2022,August,Gigawatt-hour,9810.185175
India,Power,2022,September,Gigawatt-hour,9792.155268
India,Other,2022,September,Gigawatt-hour,8119.885578
India,Industrial,2022,September,Gigawatt-hour,21770.707707
India,Household,2022,September,Gigawatt-hour,9335.907084
India,Power,2022,October,Gigawatt-hour,9255.782109
India,Other,2022,October,Gigawatt-hour,8528.848839
India,Industrial,2022,October,Gigawatt-hour,22867.203387
India,Household,2022,October,Gigawatt-hour,9806.116047
India,Power,2022,November,Gigawatt-hour,9914.630764
India,Other,2022,November,Gigawatt-hour,8810.882714
India,Industrial,2022,November,Gigawatt-hour,23623.381184
India,Household,2022,November,Gigawatt-hour,10130.386886
India,Power,2022,December,Gigawatt-hour,10804.612676
India,Other,2022,December,Gigawatt-hour,8681.725395
India,Industrial,2022,December,Gigawatt-hour,23277.089819
India,Household,2022,December,Gigawatt-hour,9981.887171
India,Power,2021,January,Gigawatt-hour,10201.059047
India,Other,2021,January,Gigawatt-hour,9139.616965
India,Industrial,2021,January,Gigawatt-hour,24504.770126
India,Household,2021,January,Gigawatt-hour,10508.351878
India,Power,2021,February,Gigawatt-hour,9582.592981
India,Other,2021,February,Gigawatt-hour,8411.31479
India,Industrial,2021,February,Gigawatt-hour,22552.075907
India,Household,2021,February,Gigawatt-hour,9670.980301
India,Power,2021,March,Gigawatt-hour,11241.53184
India,Other,2021,March,Gigawatt-hour,9412.824613
India,Industrial,2021,March,Gigawatt-hour,25237.28339
India,Household,2021,March,Gigawatt-hour,10822.474677
India,Power,2021,April,Gigawatt-hour,10883.872755
India,Other,2021,April,Gigawatt-hour,9741.270987
India,Industrial,2021,April,Gigawatt-hour,26117.900476
India,Household,2021,April,Gigawatt-hour,11200.108679
India,Power,2021,May,Gigawatt-hour,9184.520866
India,Other,2021,May,Gigawatt-hour,9433.909685
India,Industrial,2021,May,Gigawatt-hour,25293.815841
India,Household,2021,May,Gigawatt-hour,10846.717423
India,Power,2021,June,Gigawatt-hour,8967.376415
India,Other,2021,June,Gigawatt-hour,10147.94425
India,Industrial,2021,June,Gigawatt-hour,27208.256334
India,Household,2021,June,Gigawatt-hour,11667.684704
India,Power,2021,July,Gigawatt-hour,9700.921577
India,Other,2021,July,Gigawatt-hour,9804.438672
India,Industrial,2021,July,Gigawatt-hour,26287.263135
India,Household,2021,July,Gigawatt-hour,11272.736265
India,Power,2021,August,Gigawatt-hour,10100.315106
India,Other,2021,August,Gigawatt-hour,10605.715334
India,Industrial,2021,August,Gigawatt-hour,28435.613577
India,Household,2021,August,Gigawatt-hour,12194.010864
India,Power,2021,September,Gigawatt-hour,8954.912652
India,Other,2021,September,Gigawatt-hour,10141.890161
India,Industrial,2021,September,Gigawatt-hour,27192.024342
India,Household,2021,September,Gigawatt-hour,11660.723949
India,Power,2021,October,Gigawatt-hour,9457.311959
India,Other,2021,October,Gigawatt-hour,10154.624928
India,Industrial,2021,October,Gigawatt-hour,27226.168284
India,Household,2021,October,Gigawatt-hour,11675.365863
India,Power,2021,November,Gigawatt-hour,8680.957583
India,Other,2021,November,Gigawatt-hour,9682.912879
India,Industrial,2021,November,Gigawatt-hour,25961.433099
India,Household,2021,November,Gigawatt-hour,11133.010949
India,Power,2021,December,Gigawatt-hour,9792.110139
India,Other,2021,December,Gigawatt-hour,9689.327382
India,Industrial,2021,December,Gigawatt-hour,25978.631385
India,Household,2021,December,Gigawatt-hour,11140.386075
India,Power,2020,January,Gigawatt-hour,9530.511774
India,Other,2020,January,Gigawatt-hour,9402.885324
India,Industrial,2020,January,Gigawatt-hour,25210.634558
India,Household,2020,January,Gigawatt-hour,10811.046887
India,Power,2020,February,Gigawatt-hour,9372.799779
India,Other,2020,February,Gigawatt-hour,10659.995042
India,Industrial,2020,February,Gigawatt-hour,28581.146129
India,Household,2020,February,Gigawatt-hour,12256.41942
India,Power,2020,March,Gigawatt-hour,8691.825975
India,Other,2020,March,Gigawatt-hour,9567.516273
India,Industrial,2020,March,Gigawatt-hour,25652.036393
India,Household,2020,March,Gigawatt-hour,11000.332717
India,Power,2020,April,Gigawatt-hour,7011.794759
India,Other,2020,April,Gigawatt-hour,6620.783914
India,Industrial,2020,April,Gigawatt-hour,17751.377154
India,Household,2020,April,Gigawatt-hour,7612.302274
India,Power,2020,May,Gigawatt-hour,8175.572213
India,Other,2020,May,Gigawatt-hour,9044.673246
India,Industrial,2020,May,Gigawatt-hour,24250.210897
India,Household,2020,May,Gigawatt-hour,10399.189542
India,Power,2020,June,Gigawatt-hour,8202.170665
India,Other,2020,June,Gigawatt-hour,9578.018509
India,Industrial,2020,June,Gigawatt-hour,25680.194557
India,Household,2020,June,Gigawatt-hour,11012.407759
India,Power,2020,July,Gigawatt-hour,8968.374566
India,Other,2020,July,Gigawatt-hour,9933.511917
India,Industrial,2020,July,Gigawatt-hour,26633.329044
India,Household,2020,July,Gigawatt-hour,11421.139306
India,Power,2020,August,Gigawatt-hour,8295.219082
India,Other,2020,August,Gigawatt-hour,9787.897959
India,Industrial,2020,August,Gigawatt-hour,26242.914831
India,Household,2020,August,Gigawatt-hour,11253.718434
India,Power,2020,September,Gigawatt-hour,9025.101215
India,Other,2020,September,Gigawatt-hour,9115.525702
India,Industrial,2020,September,Gigawatt-hour,24440.177622
India,Household,2020,September,Gigawatt-hour,10480.652742
India,Power,2020,October,Gigawatt-hour,9410.064069
India,Other,2020,October,Gigawatt-hour,10699.160567
India,Industrial,2020,October,Gigawatt-hour,28686.155158
India,Household,2020,October,Gigawatt-hour,12301.450318
India,Power,2020,November,Gigawatt-hour,8662.756809
India,Other,2020,November,Gigawatt-hour,9123.14529
India,Industrial,2020,November,Gigawatt-hour,24460.606916
India,Household,2020,November,Gigawatt-hour,10489.413417
India,Power,2020,December,Gigawatt-hour,9594.318888
India,Other,2020,December,Gigawatt-hour,9244.026036
India,Industrial,2020,December,Gigawatt-hour,24784.707486
India,Household,2020,December,Gigawatt-hour,10628.397087
India,Power,2019,January,Gigawatt-hour,8320.785197
India,Other,2019,January,Gigawatt-hour,9042.613314
India,Industrial,2019,January,Gigawatt-hour,24244.687866
India,Household,2019,January,Gigawatt-hour,10396.821099
India,Power,2019,February,Gigawatt-hour,7248.557337
India,Other,2019,February,Gigawatt-hour,7877.369693
India,Industrial,2019,February,Gigawatt-hour,21120.483951
India,Household,2019,February,Gigawatt-hour,9057.072402
India,Power,2019,March,Gigawatt-hour,8549.555574
India,Other,2019,March,Gigawatt-hour,9291.229532
India,Industrial,2019,March,Gigawatt-hour,24911.267567
India,Household,2019,March,Gigawatt-hour,10682.669697
India,Power,2019,April,Gigawatt-hour,8438.272227
India,Other,2019,April,Gigawatt-hour,9170.292348
India,Industrial,2019,April,Gigawatt-hour,24587.015702
India,Household,2019,April,Gigawatt-hour,10543.621148
India,Power,2019,May,Gigawatt-hour,8440.193653
India,Other,2019,May,Gigawatt-hour,9172.380451
India,Industrial,2019,May,Gigawatt-hour,24592.61427
India,Household,2019,May,Gigawatt-hour,10546.021973
India,Power,2019,June,Gigawatt-hour,8920.650039
India,Other,2019,June,Gigawatt-hour,9694.51644
India,Industrial,2019,June,Gigawatt-hour,25992.544064
India,Household,2019,June,Gigawatt-hour,11146.352227
India,Power,2019,July,Gigawatt-hour,8334.174692
India,Other,2019,July,Gigawatt-hour,9057.16434
India,Industrial,2019,July,Gigawatt-hour,24283.701498
India,Household,2019,July,Gigawatt-hour,10413.551274
India,Power,2019,August,Gigawatt-hour,9249.942954
India,Other,2019,August,Gigawatt-hour,10052.375498
India,Industrial,2019,August,Gigawatt-hour,26952.021274
India,Household,2019,August,Gigawatt-hour,11557.803716
India,Power,2019,September,Gigawatt-hour,8503.188971
India,Other,2019,September,Gigawatt-hour,9240.84062
India,Industrial,2019,September,Gigawatt-hour,24776.16687
India,Household,2019,September,Gigawatt-hour,10624.734624
India,Power,2019,October,Gigawatt-hour,9082.349808
India,Other,2019,October,Gigawatt-hour,9870.243663
India,Industrial,2019,October,Gigawatt-hour,26463.696756
India,Household,2019,October,Gigawatt-hour,11348.396084
India,Power,2019,November,Gigawatt-hour,8528.60736
India,Other,2019,November,Gigawatt-hour,9268.464041
India,Industrial,2019,November,Gigawatt-hour,24850.229691
India,Household,2019,November,Gigawatt-hour,10656.494898
India,Power,2019,December,Gigawatt-hour,8367.885928
India,Other,2019,December,Gigawatt-hour,9093.800026
India,Industrial,2019,December,Gigawatt-hour,24381.927633
India,Household,2019,December,Gigawatt-hour,10455.673473
Indonesia,Power,2024,January,Gigawatt-hour,3864
Indonesia,Other,2024,January,Gigawatt-hour,5250.049845
Indonesia,Industrial,2024,January,Gigawatt-hour,23950.298828
Indonesia,Household,2024,January,Gigawatt-hour,903.151326
Indonesia,Power,2024,February,Gigawatt-hour,3265.5
Indonesia,Other,2024,February,Gigawatt-hour,5118.203459
Indonesia,Industrial,2024,February,Gigawatt-hour,23348.826378
Indonesia,Household,2024,February,Gigawatt-hour,880.470163
Indonesia,Power,2024,March,Gigawatt-hour,3979.5
Indonesia,Other,2024,March,Gigawatt-hour,6400.043324
Indonesia,Industrial,2024,March,Gigawatt-hour,29196.475202
Indonesia,Household,2024,March,Gigawatt-hour,1100.981474
Indonesia,Power,2024,April,Gigawatt-hour,3979.5
Indonesia,Other,2024,April,Gigawatt-hour,5667.563401
Indonesia,Industrial,2024,April,Gigawatt-hour,25854.961588
Indonesia,Household,2024,April,Gigawatt-hour,974.97501
Indonesia,Power,2024,May,Gigawatt-hour,4147.5
Indonesia,Other,2024,May,Gigawatt-hour,5517.405017
Indonesia,Industrial,2024,May,Gigawatt-hour,25169.951298
Indonesia,Household,2024,May,Gigawatt-hour,949.143685
Indonesia,Power,2024,June,Gigawatt-hour,3990
Indonesia,Other,2024,June,Gigawatt-hour,4962.551476
Indonesia,Industrial,2024,June,Gigawatt-hour,22638.754735
Indonesia,Household,2024,June,Gigawatt-hour,853.693789
Indonesia,Power,2024,July,Gigawatt-hour,4336.5
Indonesia,Other,2024,July,Gigawatt-hour,5843.358583
Indonesia,Industrial,2024,July,Gigawatt-hour,26656.924856
Indonesia,Household,2024,July,Gigawatt-hour,1005.216562
Indonesia,Power,2024,August,Gigawatt-hour,4284
Indonesia,Other,2024,August,Gigawatt-hour,6348.769729
Indonesia,Industrial,2024,August,Gigawatt-hour,28962.569249
Indonesia,Household,2024,August,Gigawatt-hour,1092.161021
Indonesia,Power,2024,September,Gigawatt-hour,4284
Indonesia,Other,2024,September,Gigawatt-hour,6275.521737
Indonesia,Industrial,2024,September,Gigawatt-hour,28628.417888
Indonesia,Household,2024,September,Gigawatt-hour,1079.560375
Indonesia,Power,2024,October,Gigawatt-hour,4326
Indonesia,Other,2024,October,Gigawatt-hour,5347.103435
Indonesia,Industrial,2024,October,Gigawatt-hour,24393.049382
Indonesia,Household,2024,October,Gigawatt-hour,919.847183
Indonesia,Power,2024,November,Gigawatt-hour,4788
Indonesia,Other,2024,November,Gigawatt-hour,5233.569047
Indonesia,Industrial,2024,November,Gigawatt-hour,23875.114772
Indonesia,Household,2024,November,Gigawatt-hour,900.316181
Indonesia,Power,2024,December,Gigawatt-hour,4389
Indonesia,Other,2024,December,Gigawatt-hour,4762.950697
Indonesia,Industrial,2024,December,Gigawatt-hour,21728.192275
Indonesia,Household,2024,December,Gigawatt-hour,819.357028
Indonesia,Power,2023,January,Gigawatt-hour,4126.5
Indonesia,Other,2023,January,Gigawatt-hour,2810.742111
Indonesia,Industrial,2023,January,Gigawatt-hour,27262.216157
Indonesia,Household,2023,January,Gigawatt-hour,1028.041731
Indonesia,Power,2023,February,Gigawatt-hour,3738
Indonesia,Other,2023,February,Gigawatt-hour,2544.091695
Indonesia,Industrial,2023,February,Gigawatt-hour,24675.895178
Indonesia,Household,2023,February,Gigawatt-hour,930.513127
Indonesia,Power,2023,March,Gigawatt-hour,4032
Indonesia,Other,2023,March,Gigawatt-hour,2807.89531
Indonesia,Industrial,2023,March,Gigawatt-hour,27234.60419
Indonesia,Household,2023,March,Gigawatt-hour,1027.000501
Indonesia,Power,2023,April,Gigawatt-hour,3780
Indonesia,Other,2023,April,Gigawatt-hour,2322.04117
Indonesia,Industrial,2023,April,Gigawatt-hour,22522.161694
Indonesia,Household,2023,April,Gigawatt-hour,849.297136
Indonesia,Power,2023,May,Gigawatt-hour,3990
Indonesia,Other,2023,May,Gigawatt-hour,2612.414933
Indonesia,Industrial,2023,May,Gigawatt-hour,25338.582404
Indonesia,Household,2023,May,Gigawatt-hour,955.502663
Indonesia,Power,2023,June,Gigawatt-hour,3979.5
Indonesia,Other,2023,June,Gigawatt-hour,2728.184865
Indonesia,Industrial,2023,June,Gigawatt-hour,26461.469093
Indonesia,Household,2023,June,Gigawatt-hour,997.846043
Indonesia,Power,2023,July,Gigawatt-hour,4084.5
Indonesia,Other,2023,July,Gigawatt-hour,2600.078793
Indonesia,Industrial,2023,July,Gigawatt-hour,25218.930544
Indonesia,Household,2023,July,Gigawatt-hour,950.990663
Indonesia,Power,2023,August,Gigawatt-hour,4158
Indonesia,Other,2023,August,Gigawatt-hour,2721.542328
Indonesia,Industrial,2023,August,Gigawatt-hour,26397.041168
Indonesia,Household,2023,August,Gigawatt-hour,995.416504
Indonesia,Power,2023,September,Gigawatt-hour,4074
Indonesia,Other,2023,September,Gigawatt-hour,2702.56365
Indonesia,Industrial,2023,September,Gigawatt-hour,26212.961383
Indonesia,Household,2023,September,Gigawatt-hour,988.474967
Indonesia,Power,2023,October,Gigawatt-hour,4326
Indonesia,Other,2023,October,Gigawatt-hour,2949.286456
Indonesia,Industrial,2023,October,Gigawatt-hour,28605.998588
Indonesia,Household,2023,October,Gigawatt-hour,1078.714957
Indonesia,Power,2023,November,Gigawatt-hour,4788
Indonesia,Other,2023,November,Gigawatt-hour,2357.151723
Indonesia,Industrial,2023,November,Gigawatt-hour,22862.709296
Indonesia,Household,2023,November,Gigawatt-hour,862.138981
Indonesia,Power,2023,December,Gigawatt-hour,4945.5
Indonesia,Other,2023,December,Gigawatt-hour,2228.096717
Indonesia,Industrial,2023,December,Gigawatt-hour,21610.966758
Indonesia,Household,2023,December,Gigawatt-hour,814.936524
Indonesia,Power,2022,January,Gigawatt-hour,4735.5
Indonesia,Other,2022,January,Gigawatt-hour,1920.141887
Indonesia,Industrial,2022,January,Gigawatt-hour,26187.830663
Indonesia,Household,2022,January,Gigawatt-hour,1008.52745
Indonesia,Power,2022,February,Gigawatt-hour,3937.5
Indonesia,Other,2022,February,Gigawatt-hour,1582.922594
Indonesia,Industrial,2022,February,Gigawatt-hour,21588.669634
Indonesia,Household,2022,February,Gigawatt-hour,831.407772
Indonesia,Power,2022,March,Gigawatt-hour,4662
Indonesia,Other,2022,March,Gigawatt-hour,1678.479601
Indonesia,Industrial,2022,March,Gigawatt-hour,22891.922656
Indonesia,Household,2022,March,Gigawatt-hour,881.597742
Indonesia,Power,2022,April,Gigawatt-hour,4389
Indonesia,Other,2022,April,Gigawatt-hour,1726.258105
Indonesia,Industrial,2022,April,Gigawatt-hour,23543.549168
Indonesia,Household,2022,April,Gigawatt-hour,906.692728
Indonesia,Power,2022,May,Gigawatt-hour,4599
Indonesia,Other,2022,May,Gigawatt-hour,1784.423239
Indonesia,Industrial,2022,May,Gigawatt-hour,24336.833616
Indonesia,Household,2022,May,Gigawatt-hour,937.243144
Indonesia,Power,2022,June,Gigawatt-hour,4431
Indonesia,Other,2022,June,Gigawatt-hour,1576.690616
Indonesia,Industrial,2022,June,Gigawatt-hour,21503.674871
Indonesia,Household,2022,June,Gigawatt-hour,828.134513
Indonesia,Power,2022,July,Gigawatt-hour,4672.5
Indonesia,Other,2022,July,Gigawatt-hour,1816.275575
Indonesia,Industrial,2022,July,Gigawatt-hour,24771.25129
Indonesia,Household,2022,July,Gigawatt-hour,953.973135
Indonesia,Power,2022,August,Gigawatt-hour,4620
Indonesia,Other,2022,August,Gigawatt-hour,1563.534216
Indonesia,Industrial,2022,August,Gigawatt-hour,21324.241484
Indonesia,Household,2022,August,Gigawatt-hour,821.2243
Indonesia,Power,2022,September,Gigawatt-hour,4672.5
Indonesia,Other,2022,September,Gigawatt-hour,1652.166802
Indonesia,Industrial,2022,September,Gigawatt-hour,22533.055882
Indonesia,Household,2022,September,Gigawatt-hour,867.777316
Indonesia,Power,2022,October,Gigawatt-hour,4788
Indonesia,Other,2022,October,Gigawatt-hour,1736.644736
Indonesia,Industrial,2022,October,Gigawatt-hour,23685.207105
Indonesia,Household,2022,October,Gigawatt-hour,912.148159
Indonesia,Power,2022,November,Gigawatt-hour,4504.5
Indonesia,Other,2022,November,Gigawatt-hour,1731.105199
Indonesia,Industrial,2022,November,Gigawatt-hour,23609.656205
Indonesia,Household,2022,November,Gigawatt-hour,909.238596
Indonesia,Power,2022,December,Gigawatt-hour,4851
Indonesia,Other,2022,December,Gigawatt-hour,1632.085982
Indonesia,Industrial,2022,December,Gigawatt-hour,22259.18387
Indonesia,Household,2022,December,Gigawatt-hour,857.230148
Indonesia,Power,2021,January,Gigawatt-hour,5470.5
Indonesia,Other,2021,January,Gigawatt-hour,2219.698187
Indonesia,Industrial,2021,January,Gigawatt-hour,21432.65005
Indonesia,Household,2021,January,Gigawatt-hour,886.151763
Indonesia,Power,2021,February,Gigawatt-hour,5701.5
Indonesia,Other,2021,February,Gigawatt-hour,2164.6094
Indonesia,Industrial,2021,February,Gigawatt-hour,20900.731478
Indonesia,Household,2021,February,Gigawatt-hour,864.159122
Indonesia,Power,2021,March,Gigawatt-hour,5470.5
Indonesia,Other,2021,March,Gigawatt-hour,2043.983953
Indonesia,Industrial,2021,March,Gigawatt-hour,19736.013225
Indonesia,Household,2021,March,Gigawatt-hour,816.002822
Indonesia,Power,2021,April,Gigawatt-hour,4452
Indonesia,Other,2021,April,Gigawatt-hour,1994.594007
Indonesia,Industrial,2021,April,Gigawatt-hour,19259.120712
Indonesia,Household,2021,April,Gigawatt-hour,796.285281
Indonesia,Power,2021,May,Gigawatt-hour,4431
Indonesia,Other,2021,May,Gigawatt-hour,2217.798574
Indonesia,Industrial,2021,May,Gigawatt-hour,21414.30803
Indonesia,Household,2021,May,Gigawatt-hour,885.393396
Indonesia,Power,2021,June,Gigawatt-hour,4798.5
Indonesia,Other,2021,June,Gigawatt-hour,2218.748381
Indonesia,Industrial,2021,June,Gigawatt-hour,21423.47904
Indonesia,Household,2021,June,Gigawatt-hour,885.77258
Indonesia,Power,2021,July,Gigawatt-hour,4987.5
Indonesia,Other,2021,July,Gigawatt-hour,2435.304301
Indonesia,Industrial,2021,July,Gigawatt-hour,23514.469289
Indonesia,Household,2021,July,Gigawatt-hour,972.22641
Indonesia,Power,2021,August,Gigawatt-hour,4987.5
Indonesia,Other,2021,August,Gigawatt-hour,2238.694321
Indonesia,Industrial,2021,August,Gigawatt-hour,21616.070247
Indonesia,Household,2021,August,Gigawatt-hour,893.735432
Indonesia,Power,2021,September,Gigawatt-hour,4452
Indonesia,Other,2021,September,Gigawatt-hour,2333.674988
Indonesia,Industrial,2021,September,Gigawatt-hour,22533.171233
Indonesia,Household,2021,September,Gigawatt-hour,931.653779
Indonesia,Power,2021,October,Gigawatt-hour,4882.5
Indonesia,Other,2021,October,Gigawatt-hour,3212.246157
Indonesia,Industrial,2021,October,Gigawatt-hour,31016.355356
Indonesia,Household,2021,October,Gigawatt-hour,1282.398486
Indonesia,Power,2021,November,Gigawatt-hour,4504.5
Indonesia,Other,2021,November,Gigawatt-hour,3289.180497
Indonesia,Industrial,2021,November,Gigawatt-hour,31759.207155
Indonesia,Household,2021,November,Gigawatt-hour,1313.112347
Indonesia,Power,2021,December,Gigawatt-hour,6499.5
Indonesia,Other,2021,December,Gigawatt-hour,1872.068946
Indonesia,Industrial,2021,December,Gigawatt-hour,18076.06044
Indonesia,Household,2021,December,Gigawatt-hour,747.370614
Indonesia,Power,2020,January,Gigawatt-hour,4966.5
Indonesia,Other,2020,January,Gigawatt-hour,63.15664
Indonesia,Industrial,2020,January,Gigawatt-hour,27420.881694
Indonesia,Household,2020,January,Gigawatt-hour,1611.461667
Indonesia,Power,2020,February,Gigawatt-hour,4441.5
Indonesia,Other,2020,February,Gigawatt-hour,53.37887
Indonesia,Industrial,2020,February,Gigawatt-hour,23175.642341
Indonesia,Household,2020,February,Gigawatt-hour,1361.978789
Indonesia,Power,2020,March,Gigawatt-hour,4641
Indonesia,Other,2020,March,Gigawatt-hour,60.740687
Indonesia,Industrial,2020,March,Gigawatt-hour,26371.941434
Indonesia,Household,2020,March,Gigawatt-hour,1549.817879
Indonesia,Power,2020,April,Gigawatt-hour,4420.5
Indonesia,Other,2020,April,Gigawatt-hour,52.558358
Indonesia,Industrial,2020,April,Gigawatt-hour,22819.398479
Indonesia,Household,2020,April,Gigawatt-hour,1341.043163
Indonesia,Power,2020,May,Gigawatt-hour,4126.5
Indonesia,Other,2020,May,Gigawatt-hour,55.225023
Indonesia,Industrial,2020,May,Gigawatt-hour,23977.19103
Indonesia,Household,2020,May,Gigawatt-hour,1409.083948
Indonesia,Power,2020,June,Gigawatt-hour,3696
Indonesia,Other,2020,June,Gigawatt-hour,44.626741
Indonesia,Industrial,2020,June,Gigawatt-hour,19375.707815
Indonesia,Household,2020,June,Gigawatt-hour,1138.665443
Indonesia,Power,2020,July,Gigawatt-hour,9177
Indonesia,Other,2020,July,Gigawatt-hour,47.772038
Indonesia,Industrial,2020,July,Gigawatt-hour,20741.309285
Indonesia,Household,2020,July,Gigawatt-hour,1218.918677
Indonesia,Power,2020,August,Gigawatt-hour,3633
Indonesia,Other,2020,August,Gigawatt-hour,51.418758
Indonesia,Industrial,2020,August,Gigawatt-hour,22324.615338
Indonesia,Household,2020,August,Gigawatt-hour,1311.965904
Indonesia,Power,2020,September,Gigawatt-hour,3549
Indonesia,Other,2020,September,Gigawatt-hour,50.279158
Indonesia,Industrial,2020,September,Gigawatt-hour,21829.832196
Indonesia,Household,2020,September,Gigawatt-hour,1282.888646
Indonesia,Power,2020,October,Gigawatt-hour,5617.5
Indonesia,Other,2020,October,Gigawatt-hour,48.774886
Indonesia,Industrial,2020,October,Gigawatt-hour,21176.71845
Indonesia,Household,2020,October,Gigawatt-hour,1244.506664
Indonesia,Power,2020,November,Gigawatt-hour,6111
Indonesia,Other,2020,November,Gigawatt-hour,44.262069
Indonesia,Industrial,2020,November,Gigawatt-hour,19217.37721
Indonesia,Household,2020,November,Gigawatt-hour,1129.360721
Indonesia,Power,2020,December,Gigawatt-hour,4914
Indonesia,Other,2020,December,Gigawatt-hour,46.609646
Indonesia,Industrial,2020,December,Gigawatt-hour,20236.630481
Indonesia,Household,2020,December,Gigawatt-hour,1189.259873
Indonesia,Power,2019,January,Gigawatt-hour,5817
Indonesia,Other,2019,January,Gigawatt-hour,480.391307
Indonesia,Industrial,2019,January,Gigawatt-hour,23576.203151
Indonesia,Household,2019,January,Gigawatt-hour,1090.905543
Indonesia,Power,2019,February,Gigawatt-hour,5208
Indonesia,Other,2019,February,Gigawatt-hour,411.39147
Indonesia,Industrial,2019,February,Gigawatt-hour,20189.892552
Indonesia,Household,2019,February,Gigawatt-hour,934.215978
Indonesia,Power,2019,March,Gigawatt-hour,5806.5
Indonesia,Other,2019,March,Gigawatt-hour,498.243009
Indonesia,Industrial,2019,March,Gigawatt-hour,24452.312579
Indonesia,Household,2019,March,Gigawatt-hour,1131.444413
Indonesia,Power,2019,April,Gigawatt-hour,6027
Indonesia,Other,2019,April,Gigawatt-hour,489.81861
Indonesia,Industrial,2019,April,Gigawatt-hour,24038.86768
Indonesia,Household,2019,April,Gigawatt-hour,1112.31371
Indonesia,Power,2019,May,Gigawatt-hour,6321
Indonesia,Other,2019,May,Gigawatt-hour,519.905748
Indonesia,Industrial,2019,May,Gigawatt-hour,25515.456604
Indonesia,Household,2019,May,Gigawatt-hour,1180.637648
Indonesia,Power,2019,June,Gigawatt-hour,5953.5
Indonesia,Other,2019,June,Gigawatt-hour,480.591888
Indonesia,Industrial,2019,June,Gigawatt-hour,23586.047077
Indonesia,Household,2019,June,Gigawatt-hour,1091.361036
Indonesia,Power,2019,July,Gigawatt-hour,6069
Indonesia,Other,2019,July,Gigawatt-hour,513.68774
Indonesia,Industrial,2019,July,Gigawatt-hour,25210.294893
Indonesia,Household,2019,July,Gigawatt-hour,1166.517367
Indonesia,Power,2019,August,Gigawatt-hour,6184.5
Indonesia,Other,2019,August,Gigawatt-hour,468.356452
Indonesia,Industrial,2019,August,Gigawatt-hour,22985.567581
Indonesia,Household,2019,August,Gigawatt-hour,1063.575968
Indonesia,Power,2019,September,Gigawatt-hour,5712
Indonesia,Other,2019,September,Gigawatt-hour,496.638361
Indonesia,Industrial,2019,September,Gigawatt-hour,24373.561169
Indonesia,Household,2019,September,Gigawatt-hour,1127.800469
Indonesia,Power,2019,October,Gigawatt-hour,5754
Indonesia,Other,2019,October,Gigawatt-hour,472.769232
Indonesia,Industrial,2019,October,Gigawatt-hour,23202.133956
Indonesia,Household,2019,October,Gigawatt-hour,1073.596812
Indonesia,Power,2019,November,Gigawatt-hour,5701.5
Indonesia,Other,2019,November,Gigawatt-hour,467.754709
Indonesia,Industrial,2019,November,Gigawatt-hour,22956.035803
Indonesia,Household,2019,November,Gigawatt-hour,1062.209489
Indonesia,Power,2019,December,Gigawatt-hour,5701.5
Indonesia,Other,2019,December,Gigawatt-hour,470.964003
Indonesia,Industrial,2019,December,Gigawatt-hour,23113.538621
Indonesia,Household,2019,December,Gigawatt-hour,1069.497375
Japan,Power,2024,January,Gigawatt-hour,51912
Japan,Other,2024,January,Gigawatt-hour,11503.522662
Japan,Industrial,2024,January,Gigawatt-hour,21807.09172
