Project Name,Likely Go-ahead,Field Type,Country,Region,Group,Hydrocarbon,Depth,Field/Block,Play Type,Operator,Partner1,Partner2,Partner3,Partner4,Partner5,First Oil Year,Sanctioned,Project Status,Comments,Gas Reserves (mmboe),Liquids Reserves (mmbbl),Total Reserves (mmboe),API,Sulfur,Measure Names,Measure Values
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet, 2029_Q4,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet, 2029_Q3,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet, 2029_Q2,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet, 2029_Q1,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet, 2028_Q4,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet, 2028_Q3,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2028_Q2,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2028_Q1,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2027_Q4,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2027_Q3,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2027_Q2,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2027_Q1,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2026_Q4,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2026_Q3,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2026_Q2,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2026_Q1,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2025_Q4,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2025_Q3,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2025_Q2,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2025_Q1,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2024_Q4,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2024_Q3,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2024_Q2,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,2024_Q1,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,Partner5 Share %,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,Partner4 Share %,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,Partner3 Share %,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,Partner2 Share %,
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,Partner1 Share %,25
Thunder Horse South Phase 2,Yes,Offshore,United States,North America,Non-Opec-Plus,Oil/Gas,Deep,Thunder Horse,Deepwater,BP,Exxon Mobil, , , , ,2021,Yes,Onstream, , , , ,Light,Sweet,Operator Share %,75
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , , 2029_Q4,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , , 2029_Q3,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , , 2029_Q2,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , , 2029_Q1,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , , 2028_Q4,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , , 2028_Q3,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2028_Q2,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2028_Q1,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2027_Q4,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2027_Q3,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2027_Q2,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2027_Q1,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2026_Q4,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2026_Q3,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2026_Q2,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2026_Q1,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2025_Q4,15
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2025_Q3,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2025_Q2,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2025_Q1,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2024_Q4,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2024_Q3,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2024_Q2,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,2024_Q1,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,Partner5 Share %,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,Partner4 Share %,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,Partner3 Share %,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,Partner2 Share %,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,Partner1 Share %,
Al-Nouf,Yes,Onshore,United Arab Emirates,Middle East,Opec-Plus,Oil, ,Al-Nouf,Conventional,Adnoc,Equinor,Exxon Mobil,BP,Sonangol,Eni,2025,Yes,Under Development,"Adnoc awarded Abu Dhabi-listed National Marine Dredging Co. (NMDC) a $137 million contract to build the Al-Nouf artificial island, according to a statement. The latest award to construct an artificial island is part of Adnoc’s stated plan to raise oil pro", , , , , ,Operator Share %,100
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour, 2029_Q4,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour, 2029_Q3,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour, 2029_Q2,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour, 2029_Q1,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour, 2028_Q4,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour, 2028_Q3,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2028_Q2,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2028_Q1,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2027_Q4,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2027_Q3,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2027_Q2,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2027_Q1,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2026_Q4,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2026_Q3,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2026_Q2,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2026_Q1,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2025_Q4,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2025_Q3,
Kuparuk River Unit-Additions,Yes,Onshore,United States,North America,Non-Opec-Plus,Oil, ,Kuparuk River Unit,Conventional,ConocoPhillips,Chevron,Exxon Mobil, , , , ,No,Appraisal,"ConocoPhillips plans to develop several projects through the end of the year, including the Nuna discovery and the Coyote prospect, both of which are in the Kuparuk River Unit, North America's second-largest oil field by area.",,,,Medium,Sour,2025_Q2,
